issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-14,2026-02-15 00:00:00,1,1,1,0.6111,0.017,0.0,0.2308,0.0997,0.0215,0.0124,2.7419
2026-02-14,2026-02-15 01:00:00,2,1,1,1.1667,0.015,0.0,0.2288,0.0574,0.0138,0.0161,2.2847
2026-02-14,2026-02-15 02:00:00,3,1,1,1.3333,0.0169,0.0,0.2307,0.0585,0.0166,0.0172,2.4986
2026-02-14,2026-02-15 03:00:00,4,1,1,2.2222,0.0293,0.0,0.2431,0.0771,0.0309,0.0276,3.0553
2026-02-14,2026-02-15 04:00:00,5,1,1,3.6389,0.0556,0.0,0.2694,0.017,0.0284,0.0828,3.0017
2026-02-14,2026-02-15 05:00:00,6,1,1,3.2778,0.0535,0.0,0.2673,0.0389,0.0441,0.063,3.3731
2026-02-14,2026-02-15 06:00:00,7,1,1,5.3056,0.1632,0.0638,0.377,0.121,0.107,0.2194,4.6545
2026-02-14,2026-02-15 07:00:00,8,1,1,5.4722,0.1904,0.0911,0.4042,0.2175,0.141,0.2399,5.0812
2026-02-14,2026-02-15 08:00:00,9,1,1,6.6944,0.3502,0.1103,0.6903,0.3175,0.2716,0.4288,6.3243
2026-02-14,2026-02-15 09:00:00,10,1,1,7.5556,0.5251,0.1471,0.8339,0.5551,0.4686,0.5817,7.6414
2026-02-14,2026-02-15 10:00:00,11,1,1,7.75,0.5324,0.1544,0.8411,0.57,0.4597,0.605,7.5882
2026-02-14,2026-02-15 11:00:00,12,1,1,8.6389,0.7173,0.3393,1.0,0.7379,0.7173,0.7172,9.3128
2026-02-14,2026-02-15 12:00:00,13,1,1,9.75,0.8973,0.7902,1.0,0.9212,0.9222,0.8725,10.8329
2026-02-14,2026-02-15 13:00:00,14,1,1,9.6944,0.9114,0.8043,1.0,0.9364,0.9538,0.869,11.1888
2026-02-14,2026-02-15 14:00:00,15,1,1,8.9167,0.8639,0.7568,1.0,0.9422,0.9828,0.745,11.9175
2026-02-14,2026-02-15 15:00:00,16,1,1,8.2778,0.8257,0.7185,0.9845,0.9396,0.9784,0.673,11.7531
2026-02-14,2026-02-15 16:00:00,17,1,1,8.1667,0.814,0.7069,0.9729,0.9404,0.9703,0.6578,11.4745
2026-02-14,2026-02-15 17:00:00,18,1,1,8.1389,0.8168,0.7096,0.9756,0.9408,0.9796,0.654,11.7958
2026-02-14,2026-02-15 18:00:00,19,1,1,7.75,0.789,0.411,1.0,0.9313,0.973,0.605,11.5502
2026-02-14,2026-02-15 19:00:00,20,1,1,7.8056,0.7946,0.4166,1.0,0.9381,0.9776,0.6117,11.7208
2026-02-14,2026-02-15 20:00:00,21,1,1,8.0556,0.8113,0.7041,0.9701,0.9337,0.9799,0.6426,11.81
2026-02-14,2026-02-15 21:00:00,22,1,1,7.4167,0.7531,0.3751,1.0,0.9245,0.9487,0.5575,11.119
2026-02-14,2026-02-15 22:00:00,23,1,1,6.2222,0.5075,0.1295,0.8162,0.7193,0.6722,0.3428,9.0247
2026-02-14,2026-02-15 23:00:00,24,1,1,5.6667,0.3133,0.0735,0.6534,0.529,0.3661,0.2606,6.9967
2026-02-14,2026-02-16 00:00:00,25,2,1,6.6667,0.5472,0.0525,0.8699,0.6977,0.6695,0.425,9.0072
2026-02-14,2026-02-16 01:00:00,26,2,1,6.7778,0.555,0.0603,0.8776,0.6159,0.67,0.44,9.0107
2026-02-14,2026-02-16 02:00:00,27,2,1,6.6111,0.5247,0.0299,0.8473,0.6057,0.6318,0.4175,8.7074
