issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-18,2026-02-19 00:00:00,1,1,1,6.1667,0.3984,0.1585,0.7385,0.5446,0.466,0.3308,7.6257
2026-02-18,2026-02-19 01:00:00,2,1,1,5.1111,0.3117,0.0718,0.6518,0.5615,0.428,0.1954,7.3727
2026-02-18,2026-02-19 02:00:00,3,1,1,5.1111,0.3174,0.0775,0.6575,0.5452,0.4394,0.1954,7.4579
2026-02-18,2026-02-19 03:00:00,4,1,1,4.9722,0.3347,0.0948,0.6748,0.5707,0.4904,0.179,7.7782
2026-02-18,2026-02-19 04:00:00,5,1,1,5.1667,0.3578,0.1179,0.6979,0.5405,0.5133,0.2022,7.9498
2026-02-18,2026-02-19 05:00:00,6,1,1,4.3611,0.2143,0.0,0.5544,0.3689,0.3025,0.1262,6.559
2026-02-18,2026-02-19 06:00:00,7,1,1,4.4722,0.2058,0.0,0.5459,0.3348,0.2798,0.1319,6.3859
2026-02-18,2026-02-19 07:00:00,8,1,1,4.5278,0.1729,0.0736,0.3868,0.3066,0.2099,0.136,5.8279
2026-02-18,2026-02-19 08:00:00,9,1,1,4.5,0.1756,0.0762,0.3894,0.2986,0.2178,0.1333,5.8905
2026-02-18,2026-02-19 09:00:00,10,1,1,4.8611,0.1888,0.0894,0.4026,0.2713,0.2094,0.1682,5.8243
2026-02-18,2026-02-19 10:00:00,11,1,1,5.4167,0.2348,0.0,0.5749,0.343,0.2366,0.2331,6.0412
2026-02-18,2026-02-19 11:00:00,12,1,1,4.6389,0.2526,0.0127,0.5927,0.405,0.3584,0.1468,6.9485
2026-02-18,2026-02-19 12:00:00,13,1,1,4.9167,0.2396,0.0,0.5797,0.3586,0.3056,0.1736,6.5836
2026-02-18,2026-02-19 13:00:00,14,1,1,4.8056,0.278,0.0381,0.6181,0.3781,0.3932,0.1629,7.1474
2026-02-18,2026-02-19 14:00:00,15,1,1,4.6389,0.2769,0.037,0.617,0.362,0.4071,0.1468,7.2246
2026-02-18,2026-02-19 15:00:00,16,1,1,4.1111,0.2379,0.0,0.578,0.4197,0.3625,0.1132,6.9742
2026-02-18,2026-02-19 16:00:00,17,1,1,2.5833,0.1382,0.0388,0.352,0.3322,0.2389,0.0375,6.0603
2026-02-18,2026-02-19 17:00:00,18,1,1,3.3611,0.1946,0.0953,0.4085,0.3306,0.3224,0.0669,6.7166
2026-02-18,2026-02-19 18:00:00,19,1,1,1.2222,0.076,0.0,0.2898,0.2601,0.1355,0.0165,5.0072
2026-02-18,2026-02-19 19:00:00,20,1,1,1.8889,0.0504,0.0,0.2643,0.2237,0.08,0.0209,4.1661
2026-02-18,2026-02-19 20:00:00,21,1,1,4.7222,0.133,0.0337,0.3469,0.2057,0.1113,0.1548,4.7192
2026-02-18,2026-02-19 21:00:00,22,1,1,5.25,0.1742,0.0748,0.388,0.2614,0.1358,0.2125,5.011
2026-02-18,2026-02-19 22:00:00,23,1,1,7.0,0.3842,0.1443,0.7243,0.3987,0.2983,0.47,6.5264
2026-02-18,2026-02-19 23:00:00,24,1,1,6.1389,0.2775,0.0376,0.6176,0.413,0.2301,0.3249,5.9873
2026-02-18,2026-02-20 00:00:00,25,2,1,5.6389,0.2304,0.0,0.6611,0.3139,0.203,0.2577,5.7741
2026-02-18,2026-02-20 01:00:00,26,2,1,4.8611,0.1714,0.0589,0.3786,0.2801,0.1745,0.1682,5.4613
2026-02-18,2026-02-20 02:00:00,27,2,1,6.0278,0.2723,0.0,0.703,0.3638,0.2436,0.301,6.0993
2026-02-18,2026-02-20 03:00:00,28,2,1,6.8889,0.4078,0.1159,0.8386,0.4766,0.3607,0.455,6.9625
2026-02-18,2026-02-20 04:00:00,29,2,1,6.8333,0.3807,0.0888,0.8114,0.4146,0.3139,0.4475,6.6493
2026-02-18,2026-02-20 05:00:00,30,2,1,7.5556,0.4547,0.1628,0.8855,0.4198,0.3278,0.5817,6.757
2026-02-18,2026-02-20 06:00:00,31,2,1,7.6389,0.4802,0.1883,0.911,0.4073,0.3688,0.5917,7.0118
2026-02-18,2026-02-20 07:00:00,32,2,1,7.1944,0.4177,0.1257,0.8484,0.3706,0.3245,0.5108,6.7329
2026-02-18,2026-02-20 08:00:00,33,2,1,6.8611,0.3424,0.0504,0.7731,0.3508,0.2335,0.4512,6.0151
2026-02-18,2026-02-20 09:00:00,34,2,1,5.5,0.1983,0.0858,0.4055,0.2661,0.1532,0.2433,5.2486
2026-02-18,2026-02-20 10:00:00,35,2,1,4.6667,0.1549,0.0424,0.3621,0.254,0.1603,0.1494,5.3194
2026-02-18,2026-02-20 11:00:00,36,2,1,4.3056,0.1064,0.0,0.3136,0.1819,0.0895,0.1233,4.3468
2026-02-18,2026-02-20 12:00:00,37,2,1,3.1944,0.0824,0.0,0.2896,0.1579,0.1057,0.0591,4.6356
2026-02-18,2026-02-20 13:00:00,38,2,1,2.6389,0.0545,0.0,0.2617,0.1075,0.0698,0.0392,3.9967
2026-02-18,2026-02-20 14:00:00,39,2,1,2.1389,0.0342,0.0,0.2414,0.0943,0.043,0.0254,3.3387
2026-02-18,2026-02-20 15:00:00,40,2,1,1.4722,0.0264,0.0,0.2336,0.0829,0.0346,0.0181,3.1339
2026-02-18,2026-02-20 16:00:00,41,2,1,1.9722,0.0374,0.0,0.2446,0.1049,0.0534,0.0215,3.7507
2026-02-18,2026-02-20 17:00:00,42,2,1,3.4722,0.0718,0.0,0.279,0.1314,0.0716,0.072,4.0271
2026-02-18,2026-02-20 18:00:00,43,2,1,7.6389,0.5167,0.022,0.8393,0.4122,0.4417,0.5917,7.4749
2026-02-18,2026-02-20 19:00:00,44,2,1,8.0278,0.5315,0.0368,0.8541,0.4489,0.4242,0.6388,7.3442
2026-02-18,2026-02-20 20:00:00,45,2,1,8.1667,0.5106,0.0159,0.8332,0.4291,0.3633,0.6578,6.9792
2026-02-18,2026-02-20 21:00:00,46,2,1,8.3056,0.547,0.0523,0.8696,0.5568,0.4172,0.6768,7.2911
2026-02-18,2026-02-20 22:00:00,47,2,1,8.1389,0.6415,0.1468,0.9641,0.649,0.629,0.654,8.6891
2026-02-18,2026-02-20 23:00:00,48,2,1,8.1667,0.5429,0.0482,0.8655,0.5167,0.428,0.6578,7.3727
2026-02-18,2026-02-19 00:00:00,1,1,2,6.1667,0.4077,0.1607,0.778,0.6049,0.5516,0.3117,8.3198
2026-02-18,2026-02-19 01:00:00,2,1,2,5.1111,0.308,0.061,0.6784,0.5641,0.492,0.1854,7.9226
2026-02-18,2026-02-19 02:00:00,3,1,2,5.1111,0.3113,0.0643,0.6817,0.5435,0.5002,0.1854,7.9786
2026-02-18,2026-02-19 03:00:00,4,1,2,4.9722,0.3032,0.0562,0.6736,0.5248,0.5045,0.169,8.008
2026-02-18,2026-02-19 04:00:00,5,1,2,5.1667,0.3312,0.0842,0.7016,0.5606,0.5397,0.1922,8.2477
2026-02-18,2026-02-19 05:00:00,6,1,2,4.3611,0.1682,0.0726,0.3664,0.3887,0.246,0.1164,6.2181
2026-02-18,2026-02-19 06:00:00,7,1,2,4.4722,0.1838,0.0881,0.382,0.2951,0.2765,0.1219,6.449
2026-02-18,2026-02-19 07:00:00,8,1,2,4.5278,0.1732,0.0776,0.3714,0.3108,0.244,0.126,6.2029
2026-02-18,2026-02-19 08:00:00,9,1,2,4.5,0.1589,0.0633,0.3571,0.3411,0.2123,0.1233,5.9302
2026-02-18,2026-02-19 09:00:00,10,1,2,4.8611,0.172,0.0764,0.3702,0.3051,0.1928,0.1582,5.7174
2026-02-18,2026-02-19 10:00:00,11,1,2,5.4167,0.2752,0.0282,0.6455,0.36,0.3533,0.2231,7.0
2026-02-18,2026-02-19 11:00:00,12,1,2,4.6389,0.2992,0.0522,0.6695,0.4448,0.5428,0.1368,8.2667
2026-02-18,2026-02-19 12:00:00,13,1,2,4.9167,0.2854,0.0385,0.6558,0.4393,0.4682,0.1636,7.7604
2026-02-18,2026-02-19 13:00:00,14,1,2,4.8056,0.2911,0.0441,0.6614,0.4117,0.4984,0.1529,7.9661
2026-02-18,2026-02-19 14:00:00,15,1,2,4.6389,0.2604,0.0134,0.6308,0.3998,0.4458,0.1368,7.6078
2026-02-18,2026-02-19 15:00:00,16,1,2,4.1111,0.254,0.007,0.6244,0.392,0.4792,0.1039,7.8355
