issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-20,2026-02-21 00:00:00,1,1,1,0.5024564686670736,0.48301393083930544,0.41631633666734486,0.6316666666666666,7.2848725250050865
2026-02-20,2026-02-21 01:00:00,2,1,1,0.5048249565227474,0.49484127445157905,0.4558193719823568,0.5783333333333334,7.5649162318941405
2026-02-20,2026-02-21 02:00:00,3,1,1,0.43711128780086583,0.4701069956327913,0.3724077018903319,0.5341666666666667,7.0318946401314735
2026-02-20,2026-02-21 03:00:00,4,1,1,0.3655552373586659,0.40023083409819793,0.30842539559777654,0.45124999999999993,6.6059899652456044
2026-02-20,2026-02-21 04:00:00,5,1,1,0.2699936140622544,0.325144052794508,0.20156343084449818,0.3726388888888888,5.762342875088144
2026-02-20,2026-02-21 05:00:00,6,1,1,0.21905565675864397,0.29317492860835365,0.18182115632613505,0.2749074074074074,5.540244111455404
2026-02-20,2026-02-21 06:00:00,7,1,1,0.18350165317062295,0.24761753865377073,0.18830522442017403,0.1762962962962963,5.615060281771239
2026-02-20,2026-02-21 07:00:00,8,1,1,0.16238577009936417,0.24688799652605498,0.17459356744955754,0.14407407407407413,5.462602341162242
2026-02-20,2026-02-21 08:00:00,9,1,1,0.15960643562963273,0.21034128566611687,0.17712183716049898,0.13333333333333333,5.487885038271656
2026-02-20,2026-02-21 09:00:00,10,1,1,0.015377683761323153,0.062343476356709254,0.016617127256526244,0.013518518518518518,2.4962845442394683
2026-02-20,2026-02-21 10:00:00,11,1,1,0.19541259072502673,0.18716323318972458,0.14624320676393343,0.26916666666666667,5.15331645587182
2026-02-20,2026-02-21 11:00:00,12,1,1,0.8778971161102678,0.7249963246106913,0.8548285268504463,0.9125000000000001,10.262459945975941
2026-02-20,2026-02-21 12:00:00,13,1,1,0.8869074164299795,0.7434504637335101,0.8526234718277438,0.9383333333333334,10.24373651612715
2026-02-20,2026-02-21 13:00:00,14,1,1,0.9646836473270908,0.7215763074895938,0.9601517578908303,0.9714814814814816,11.284095460453068
2026-02-20,2026-02-21 14:00:00,15,1,1,0.9624394843345586,0.8235034230000876,0.9687263010514249,0.9530092592592593,11.444868144714215
2026-02-20,2026-02-21 15:00:00,16,1,1,0.862528922349954,0.7916272040509127,0.8855728952746146,0.8279629629629633,10.518663016177344
2026-02-20,2026-02-21 16:00:00,17,1,1,0.5714263903168895,0.695497634091361,0.57682176163926,0.5633333333333335,8.334441154566143
2026-02-20,2026-02-21 17:00:00,18,1,1,0.4511783399213264,0.5507912694353364,0.5035379739429515,0.3726388888888888,7.876534804572136
2026-02-20,2026-02-21 18:00:00,19,1,1,0.24535869111630482,0.3234425022336323,0.2949805345765574,0.17092592592592598,6.499854009324181
2026-02-20,2026-02-21 19:00:00,20,1,1,0.2844112429199983,0.27699404716447396,0.28883355301481195,0.27777777777777773,6.45375164761109
2026-02-20,2026-02-21 20:00:00,21,1,1,0.4866762864463411,0.41778148468535764,0.4189049218550128,0.5883333333333334,7.3042869139125965
2026-02-20,2026-02-21 21:00:00,22,1,1,0.43980874514981505,0.32952073373959445,0.3185701308052473,0.6216666666666666,6.686079980041426
2026-02-20,2026-02-21 22:00:00,23,1,1,0.43311216559838767,0.34434672088566975,0.30518694266397944,0.625,6.580423231557733
