issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-07,2026-02-08 00:00:00,1,1,1,0.9034612964865685,0.8759621677438009,0.8789169756257623,0.9402777777777778,10.463197019103575
2026-02-07,2026-02-08 01:00:00,2,1,1,0.89881683736727,0.8822124414803926,0.876299667217055,0.9325925925925926,10.44138611569768
2026-02-07,2026-02-08 02:00:00,3,1,1,0.8395135186508172,0.745182914922491,0.7895595681217326,0.9144444444444444,9.787357408730395
2026-02-07,2026-02-08 03:00:00,4,1,1,0.742608978087873,0.6912628294806852,0.6642248400229981,0.8601851851851853,8.965762555747206
2026-02-07,2026-02-08 04:00:00,5,1,1,0.6422692164473829,0.6489082984624454,0.611683261980206,0.6881481481481482,8.57619518682743
2026-02-07,2026-02-08 05:00:00,6,1,1,0.5498961993979814,0.49887999504777325,0.49538255455219127,0.6316666666666666,7.815369159141435
2026-02-07,2026-02-08 06:00:00,7,1,1,0.48040543186441853,0.4370722499001474,0.40845349755180865,0.5883333333333334,7.232149060473011
2026-02-07,2026-02-08 07:00:00,8,1,1,0.36043213849769795,0.31202728575689287,0.3098868974961633,0.43624999999999997,6.617528138127605
2026-02-07,2026-02-08 08:00:00,9,1,1,0.15776923396355438,0.1222924489411409,0.13955366154419557,0.1850925925925926,5.062095384693576
2026-02-07,2026-02-08 09:00:00,10,1,1,0.06954233712363088,0.0573821515019423,0.06960759890975515,0.06944444444444446,3.994113983646327
2026-02-07,2026-02-08 10:00:00,11,1,1,0.04207158184530655,0.03319076847559288,0.045119303075510916,0.037500000000000006,3.4035790922653275
2026-02-07,2026-02-08 11:00:00,12,1,1,0.027079335584205062,0.04114573877273324,0.027724818566267698,0.02611111111111111,2.9771806962350387
2026-02-07,2026-02-08 12:00:00,13,1,1,0.020865684842470252,0.01890847557073805,0.02403540066337635,0.01611111111111111,2.838827524876613
2026-02-07,2026-02-08 13:00:00,14,1,1,0.025005070321061296,0.0420507839729248,0.03303314189312685,0.012962962962962963,3.100710183424147
2026-02-07,2026-02-08 14:00:00,15,1,1,0.11145989091552636,0.25409377429859686,0.15409981819254392,0.0475,5.257664848592106
2026-02-07,2026-02-08 15:00:00,16,1,1,0.4599008109513216,0.6730539677276721,0.5755754256596101,0.2863888888888889,8.3255387547115
2026-02-07,2026-02-08 16:00:00,17,1,1,0.865360046706684,0.9288176222182023,0.9696741519185477,0.7088888888888888,11.46264034847277
2026-02-07,2026-02-08 17:00:00,18,1,1,0.9560740740740739,0.9832646655735994,0.9899999999999999,0.9051851851851851,13.652902096684478
2026-02-07,2026-02-08 18:00:00,19,1,1,0.9523703703703703,0.9691210791517924,0.9899999999999999,0.895925925925926,13.803164454821973
