issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-24,2026-02-25 00:00:00,1,1,1,1.4444,0.0341,0.0,0.2479,0.1046,0.0502,0.018,3.5953
2026-02-24,2026-02-25 01:00:00,2,1,1,1.3333,0.0289,0.0,0.2427,0.1061,0.0406,0.0172,3.2667
2026-02-24,2026-02-25 02:00:00,3,1,1,2.1389,0.0386,0.0,0.2525,0.1245,0.0519,0.0254,3.6787
2026-02-24,2026-02-25 03:00:00,4,1,1,3.3611,0.0591,0.0,0.2729,0.1503,0.0513,0.0669,3.6496
2026-02-24,2026-02-25 04:00:00,5,1,1,3.3889,0.0635,0.0,0.2774,0.1355,0.0589,0.0681,3.834
2026-02-24,2026-02-25 05:00:00,6,1,1,3.7222,0.0687,0.0,0.2825,0.0542,0.0489,0.0885,3.5259
2026-02-24,2026-02-25 06:00:00,7,1,1,3.6111,0.0528,0.0,0.2666,0.0357,0.0247,0.0809,2.8626
2026-02-24,2026-02-25 07:00:00,8,1,1,3.8889,0.0651,0.0,0.2789,0.0277,0.0302,0.0999,3.04
2026-02-24,2026-02-25 08:00:00,9,1,1,3.8333,0.0684,0.0,0.2822,0.049,0.0407,0.0961,3.2703
2026-02-24,2026-02-25 09:00:00,10,1,1,3.2778,0.0485,0.0,0.2623,0.0493,0.034,0.063,3.1212
2026-02-24,2026-02-25 10:00:00,11,1,1,3.0,0.0389,0.0,0.2527,0.0534,0.0278,0.05,2.9799
2026-02-24,2026-02-25 11:00:00,12,1,1,2.1389,0.0224,0.0,0.2362,0.0166,0.0194,0.0254,2.6391
2026-02-24,2026-02-25 12:00:00,13,1,1,2.0,0.0217,0.0,0.2355,0.0272,0.0217,0.0217,2.7506
2026-02-24,2026-02-25 13:00:00,14,1,1,2.1389,0.0254,0.0,0.2392,0.0656,0.0255,0.0254,2.8932
2026-02-24,2026-02-25 14:00:00,15,1,1,1.9444,0.0206,0.0,0.2344,0.067,0.02,0.0213,2.6654
2026-02-24,2026-02-25 15:00:00,16,1,1,1.6111,0.0209,0.0,0.2347,0.066,0.0228,0.0191,2.7923
2026-02-24,2026-02-25 16:00:00,17,1,1,1.8056,0.0366,0.0,0.2504,0.0871,0.0527,0.0204,3.7201
2026-02-24,2026-02-25 17:00:00,18,1,1,2.2222,0.0556,0.0,0.2694,0.135,0.0836,0.0276,4.2271
2026-02-24,2026-02-25 18:00:00,19,1,1,1.6944,0.0627,0.0,0.2765,0.1877,0.1058,0.0196,4.6376
2026-02-24,2026-02-25 19:00:00,20,1,1,0.6667,0.0585,0.0,0.2723,0.1587,0.1042,0.0128,4.6136
2026-02-24,2026-02-25 20:00:00,21,1,1,1.6944,0.0559,0.0,0.2697,0.166,0.0921,0.0196,4.403
2026-02-24,2026-02-25 21:00:00,22,1,1,2.5556,0.0831,0.0,0.2969,0.1651,0.1296,0.0367,4.9373
2026-02-24,2026-02-25 22:00:00,23,1,1,4.4722,0.202,0.0,0.5421,0.3423,0.2722,0.1319,6.329
2026-02-24,2026-02-25 23:00:00,24,1,1,6.8333,0.465,0.2251,0.8051,0.6019,0.4824,0.4475,7.7246
2026-02-24,2026-02-26 00:00:00,25,2,1,6.9444,0.5235,0.0288,0.8461,0.6971,0.5844,0.4625,8.3887
2026-02-24,2026-02-26 01:00:00,26,2,1,7.1667,0.5372,0.0425,0.8599,0.6483,0.5695,0.505,8.282
2026-02-24,2026-02-26 02:00:00,27,2,1,7.3056,0.6002,0.1055,0.9228,0.647,0.6662,0.5342,8.982
2026-02-24,2026-02-26 03:00:00,28,2,1,7.5278,0.646,0.1513,0.9686,0.6815,0.7137,0.5783,9.2897
2026-02-24,2026-02-26 04:00:00,29,2,1,7.2222,0.5886,0.0939,0.9112,0.6005,0.6606,0.5167,8.9354
2026-02-24,2026-02-26 05:00:00,30,2,1,5.8333,0.3986,0.1067,0.8293,0.5117,0.5194,0.2778,7.9958
2026-02-24,2026-02-26 06:00:00,31,2,1,7.0,0.4943,0.2023,0.925,0.5659,0.5185,0.47,7.989
2026-02-24,2026-02-26 07:00:00,32,2,1,7.0556,0.4414,0.1495,0.8721,0.48,0.4012,0.4817,7.1918
2026-02-24,2026-02-26 08:00:00,33,2,1,6.6944,0.471,0.1791,0.9017,0.5644,0.5133,0.4288,7.9497
2026-02-24,2026-02-26 09:00:00,34,2,1,2.8056,0.1403,0.0278,0.3475,0.3558,0.2364,0.0442,6.0394
2026-02-24,2026-02-26 10:00:00,35,2,1,7.6944,0.6522,0.1575,0.9748,0.7091,0.7061,0.5983,9.2411
