issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-16,2026-02-17 00:00:00,1,1,1,5.0,0.1767,0.0774,0.3905,0.325,0.1718,0.1817,5.4347
2026-02-16,2026-02-17 01:00:00,2,1,1,5.7222,0.2451,0.0052,0.5852,0.3678,0.224,0.2663,5.9391
2026-02-16,2026-02-17 02:00:00,3,1,1,6.1111,0.3095,0.0696,0.6496,0.419,0.3001,0.3189,6.5405
2026-02-16,2026-02-17 03:00:00,4,1,1,6.6389,0.4271,0.1872,0.7672,0.5103,0.4329,0.4212,7.4091
2026-02-16,2026-02-17 04:00:00,5,1,1,6.0556,0.3147,0.0748,0.6548,0.4477,0.3224,0.3069,6.716
2026-02-16,2026-02-17 05:00:00,6,1,1,2.4444,0.0538,0.0,0.2676,0.1355,0.0741,0.0335,4.0676
2026-02-16,2026-02-17 06:00:00,7,1,1,2.0556,0.0456,0.0,0.2594,0.1255,0.0681,0.0231,3.971
2026-02-16,2026-02-17 07:00:00,8,1,1,3.0833,0.0668,0.0,0.2806,0.111,0.0796,0.0539,4.1606
2026-02-16,2026-02-17 08:00:00,9,1,1,4.4444,0.0954,0.0,0.3092,0.1365,0.0604,0.1305,3.8553
2026-02-16,2026-02-17 09:00:00,10,1,1,5.4722,0.1618,0.0624,0.3756,0.1747,0.0837,0.2399,4.2276
2026-02-16,2026-02-17 10:00:00,11,1,1,6.0556,0.1859,0.0865,0.3997,0.1782,0.0648,0.3069,3.9224
2026-02-16,2026-02-17 11:00:00,12,1,1,4.4444,0.0913,0.0,0.3051,0.094,0.0522,0.1305,3.6925
2026-02-16,2026-02-17 12:00:00,13,1,1,5.0833,0.1401,0.0407,0.3539,0.1733,0.0883,0.1919,4.3201
2026-02-16,2026-02-17 13:00:00,14,1,1,4.8889,0.1412,0.0418,0.355,0.2375,0.1115,0.1709,4.7227
2026-02-16,2026-02-17 14:00:00,15,1,1,5.0833,0.1565,0.0571,0.3703,0.2571,0.121,0.1919,4.838
2026-02-16,2026-02-17 15:00:00,16,1,1,5.1667,0.1823,0.0829,0.3961,0.2884,0.1624,0.2022,5.3408
2026-02-16,2026-02-17 16:00:00,17,1,1,4.9167,0.2164,0.0,0.5565,0.3152,0.2591,0.1736,6.2286
2026-02-16,2026-02-17 17:00:00,18,1,1,6.6944,0.504,0.126,0.8127,0.5983,0.5793,0.4288,8.3519
2026-02-16,2026-02-17 18:00:00,19,1,1,6.8611,0.5618,0.1839,0.8706,0.6922,0.6724,0.4512,9.0263
2026-02-16,2026-02-17 19:00:00,20,1,1,7.4722,0.5248,0.1468,0.8335,0.5127,0.4803,0.5692,7.712
2026-02-16,2026-02-17 20:00:00,21,1,1,8.0556,0.5531,0.1752,0.8619,0.486,0.4637,0.6426,7.6122
2026-02-16,2026-02-17 21:00:00,22,1,1,8.0,0.5355,0.1575,0.8442,0.4912,0.4359,0.635,7.432
2026-02-16,2026-02-17 22:00:00,23,1,1,7.3056,0.4558,0.2159,0.7959,0.4782,0.3775,0.5342,7.0601
2026-02-16,2026-02-17 23:00:00,24,1,1,7.1667,0.555,0.1771,0.8638,0.6233,0.6051,0.505,8.5332
2026-02-16,2026-02-18 00:00:00,25,2,1,8.6389,0.6031,0.1084,0.9258,0.621,0.4891,0.7172,7.7679
2026-02-16,2026-02-18 01:00:00,26,2,1,9.3611,0.7773,0.2826,1.0,0.7259,0.7267,0.828,9.3722
2026-02-16,2026-02-18 02:00:00,27,2,1,8.0278,0.6084,0.1137,0.931,0.6028,0.578,0.6388,8.3431
2026-02-16,2026-02-18 03:00:00,28,2,1,7.25,0.5519,0.0572,0.8745,0.6349,0.5813,0.5225,8.3666
2026-02-16,2026-02-18 04:00:00,29,2,1,7.1667,0.5486,0.0539,0.8712,0.6113,0.5921,0.505,8.4439
