issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-02,2026-02-03 00:00:00,1,1,1,0.19384838096141976,0.2838826812637733,0.1859818695036009,0.20564814814814805,5.588252340426164
2026-02-02,2026-02-03 01:00:00,2,1,1,0.2858604616025273,0.36269445255672966,0.27180447304124933,0.3069444444444444,6.32603354780937
2026-02-02,2026-02-03 02:00:00,3,1,1,0.3828113660612313,0.404616450424339,0.3736670915835336,0.39652777777777776,7.03889124953815
2026-02-02,2026-02-03 03:00:00,4,1,1,0.4141224933346588,0.4145181823613516,0.4193708222244314,0.40624999999999994,7.3077811666832355
2026-02-02,2026-02-03 04:00:00,5,1,1,0.4096739873624343,0.4302253126427907,0.4119566456040572,0.40624999999999994,7.2521748420304295
2026-02-02,2026-02-03 05:00:00,6,1,1,0.1978276010731262,0.24746412636140763,0.2229225449984202,0.16018518518518518,5.930967460513844
2026-02-02,2026-02-03 06:00:00,7,1,1,0.07289475977187995,0.1304282208179158,0.09963941443461473,0.03277777777777778,4.544591216519221
2026-02-02,2026-02-03 07:00:00,8,1,1,0.10293783037339052,0.13353743002597626,0.12440255679515705,0.07074074074074074,4.877721809174889
2026-02-02,2026-02-03 08:00:00,9,1,1,0.06009903032649076,0.12182744449874429,0.07732554437131177,0.03425925925925927,4.122092406188529
2026-02-02,2026-02-03 09:00:00,10,1,1,0.03396194586482034,0.044393294367122804,0.029936576441367237,0.04,3.0343552094578694
2026-02-02,2026-02-03 10:00:00,11,1,1,0.056894595849457025,0.0869719214541213,0.047663832588601206,0.07074074074074074,3.4799149776580363
2026-02-02,2026-02-03 11:00:00,12,1,1,0.12866745718797667,0.16386848653501598,0.0887667496342821,0.1885185185185185,4.330716063591759
2026-02-02,2026-02-03 12:00:00,13,1,1,0.10619165750756404,0.1325349494840086,0.0684058489323598,0.16287037037037036,3.976087733985397
2026-02-02,2026-02-03 13:00:00,14,1,1,0.05299660093700902,0.04694980932851808,0.050673347240694035,0.05648148148148149,3.617000695368035
2026-02-02,2026-02-03 14:00:00,15,1,1,0.054888667327554624,0.06480230123754736,0.05209839616320832,0.05907407407407407,3.688253141493749
2026-02-02,2026-02-03 15:00:00,16,1,1,0.041438180137650625,0.07319316525564237,0.04671795455040535,0.03351851851851853,3.4515386365121605
2026-02-02,2026-02-03 16:00:00,17,1,1,0.055293326680267194,0.09774151463791872,0.05277282841772928,0.05907407407407407,3.721974754219797
2026-02-02,2026-02-03 17:00:00,18,1,1,0.17536584334175281,0.21749669057200272,0.18011591174242753,0.1682407407407407,5.520568212412625
2026-02-02,2026-02-03 18:00:00,19,1,1,0.1656066494922956,0.28564159570473663,0.18903577384518397,0.13046296296296298,5.623489698213661
2026-02-02,2026-02-03 19:00:00,20,1,1,0.35480942997346154,0.4243747563025275,0.33496016106688026,0.3845833333333334,6.801834340001335
2026-02-02,2026-02-03 20:00:00,21,1,1,0.48155879304980453,0.5195727517531867,0.4581535439718965,0.5166666666666667,7.578921263831379
2026-02-02,2026-02-03 21:00:00,22,1,1,0.362149680144877,0.42180602788385774,0.33274946690812834,0.40624999999999994,6.7880175015091355
2026-02-02,2026-02-03 22:00:00,23,1,1,0.31796515719435225,0.41438343407644807,0.2815160027313279,0.3726388888888888,6.398870020484959
2026-02-02,2026-02-03 23:00:00,24,1,1,0.36009551897174097,0.45828101039869806,0.3218258649529017,0.4174999999999999,6.711783144365014
2026-02-02,2026-02-04 00:00:00,25,2,1,0.1857161320164996,0.2774353933980247,0.1655762694102154,0.2159259259259259,5.3724293607688205
