issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-21,2026-02-22 00:00:00,1,1,1,4.4722,0.1502,0.0508,0.364,0.2672,0.1684,0.1319,5.401
2026-02-21,2026-02-22 01:00:00,2,1,1,4.5556,0.1431,0.0437,0.3569,0.2322,0.1475,0.1387,5.1702
2026-02-21,2026-02-22 02:00:00,3,1,1,3.5278,0.0594,0.0,0.2732,0.0682,0.0436,0.0752,3.3581
2026-02-21,2026-02-22 03:00:00,4,1,1,1.9722,0.0232,0.0,0.237,0.0266,0.0249,0.0215,2.8727
2026-02-21,2026-02-22 04:00:00,5,1,1,0.8333,0.0184,0.0,0.2322,0.0154,0.0229,0.0139,2.7947
2026-02-21,2026-02-22 05:00:00,6,1,1,0.5,0.0282,0.0,0.2421,0.013,0.0448,0.0117,3.3948
2026-02-21,2026-02-22 06:00:00,7,1,1,2.1389,0.0269,0.0,0.2407,0.0156,0.0285,0.0254,3.0033
2026-02-21,2026-02-22 07:00:00,8,1,1,3.3889,0.056,0.0,0.2698,0.0053,0.0438,0.0681,3.3653
2026-02-21,2026-02-22 08:00:00,9,1,1,5.5556,0.1669,0.0675,0.3807,0.1156,0.0847,0.2491,4.2447
2026-02-21,2026-02-22 09:00:00,10,1,1,5.8333,0.2073,0.0,0.5474,0.1894,0.1368,0.2778,5.0241
2026-02-21,2026-02-22 10:00:00,11,1,1,7.2778,0.4058,0.166,0.7459,0.2888,0.2834,0.5283,6.4126
2026-02-21,2026-02-22 11:00:00,12,1,1,8.1944,0.7096,0.3316,1.0,0.591,0.7576,0.6616,9.5744
2026-02-21,2026-02-22 12:00:00,13,1,1,9.25,0.8542,0.7471,1.0,0.7704,0.9035,0.805,10.668
2026-02-21,2026-02-22 13:00:00,14,1,1,9.1944,0.8833,0.7762,1.0,0.8509,0.9732,0.7935,11.5566
2026-02-21,2026-02-22 14:00:00,15,1,1,8.4444,0.8266,0.7195,0.9855,0.8491,0.9575,0.6957,11.2387
