issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-15,2026-02-16 00:00:00,1,1,1,5.25,0.2464,0.0065,0.5865,0.5125,0.2803,0.2125,6.39
2026-02-15,2026-02-16 01:00:00,2,1,1,5.9722,0.3389,0.099,0.679,0.4727,0.3857,0.2921,7.1057
2026-02-15,2026-02-16 02:00:00,3,1,1,6.1667,0.3743,0.1344,0.7144,0.4987,0.4178,0.3308,7.2961
2026-02-15,2026-02-16 03:00:00,4,1,1,6.4167,0.4238,0.184,0.7639,0.5362,0.4631,0.3846,7.6086
2026-02-15,2026-02-16 04:00:00,5,1,1,6.6111,0.4709,0.231,0.811,0.56,0.5242,0.4175,8.0236
2026-02-15,2026-02-16 05:00:00,6,1,1,6.6944,0.5537,0.1758,0.8625,0.6479,0.6787,0.4288,9.0662
2026-02-15,2026-02-16 06:00:00,7,1,1,6.8056,0.4712,0.2313,0.8113,0.5604,0.4986,0.4437,7.8392
2026-02-15,2026-02-16 07:00:00,8,1,1,6.8889,0.5843,0.2064,0.8931,0.6807,0.7137,0.455,9.2895
2026-02-15,2026-02-16 08:00:00,9,1,1,6.5278,0.5268,0.1488,0.8355,0.5858,0.6474,0.4062,8.8253
2026-02-15,2026-02-16 09:00:00,10,1,1,7.0833,0.4774,0.2375,0.8175,0.5346,0.4673,0.4875,7.6335
2026-02-15,2026-02-16 10:00:00,11,1,1,5.8333,0.2854,0.0455,0.6255,0.433,0.2929,0.2778,6.4845
2026-02-15,2026-02-16 11:00:00,12,1,1,7.0556,0.5592,0.1813,0.868,0.6905,0.6368,0.4817,8.7402
2026-02-15,2026-02-16 12:00:00,13,1,1,7.5833,0.7405,0.3625,1.0,0.8811,0.896,0.585,10.6059
2026-02-15,2026-02-16 13:00:00,14,1,1,7.2222,0.6958,0.3179,1.0,0.8672,0.875,0.5167,10.4306
2026-02-15,2026-02-16 14:00:00,15,1,1,6.6389,0.6537,0.2757,0.9625,0.8191,0.8862,0.4212,10.5238
2026-02-15,2026-02-16 15:00:00,16,1,1,5.5278,0.4103,0.1704,0.7504,0.6164,0.5744,0.2462,8.3169
2026-02-15,2026-02-16 16:00:00,17,1,1,5.25,0.4359,0.196,0.776,0.6175,0.6593,0.2125,8.9246
2026-02-15,2026-02-16 17:00:00,18,1,1,5.1111,0.322,0.0821,0.6621,0.4787,0.4486,0.1954,7.5218
2026-02-15,2026-02-16 18:00:00,19,1,1,5.8889,0.3879,0.148,0.728,0.4828,0.4922,0.2835,7.7914
2026-02-15,2026-02-16 19:00:00,20,1,1,5.5833,0.4837,0.2439,0.8238,0.6124,0.7155,0.2519,9.3012
2026-02-15,2026-02-16 20:00:00,21,1,1,5.5556,0.418,0.1781,0.7581,0.5607,0.5869,0.2491,8.4062
2026-02-15,2026-02-16 21:00:00,22,1,1,5.7222,0.3324,0.0926,0.6725,0.4825,0.3986,0.2663,7.1773
2026-02-15,2026-02-16 22:00:00,23,1,1,5.3611,0.2599,0.02,0.6,0.4587,0.2936,0.2262,6.4898
2026-02-15,2026-02-16 23:00:00,24,1,1,5.1111,0.1968,0.0974,0.4106,0.4156,0.1982,0.1954,5.7298
2026-02-15,2026-02-17 00:00:00,25,2,1,6.0556,0.2728,0.0,0.7035,0.442,0.2387,0.3069,6.0585
2026-02-15,2026-02-17 01:00:00,26,2,1,6.2222,0.3002,0.0082,0.7309,0.4241,0.2575,0.3428,6.2155
2026-02-15,2026-02-17 02:00:00,27,2,1,6.2778,0.3021,0.0102,0.7328,0.4327,0.2494,0.3547,6.1479
2026-02-15,2026-02-17 03:00:00,28,2,1,5.8889,0.2438,0.0,0.6745,0.4061,0.204,0.2835,5.7818
2026-02-15,2026-02-17 04:00:00,29,2,1,6.0833,0.2776,0.0,0.7083,0.4209,0.2423,0.3129,6.0887
2026-02-15,2026-02-17 05:00:00,30,2,1,5.3611,0.1457,0.0333,0.3529,0.1133,0.0653,0.2262,3.9289
2026-02-15,2026-02-17 06:00:00,31,2,1,5.4444,0.1667,0.0542,0.3739,0.1642,0.097,0.2365,4.5044
2026-02-15,2026-02-17 07:00:00,32,2,1,4.3056,0.0947,0.0,0.3019,0.1583,0.0661,0.1233,3.9411
2026-02-15,2026-02-17 08:00:00,33,2,1,3.3889,0.0596,0.0,0.2668,0.1303,0.051,0.0681,3.6328
