issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-19,2026-02-20 00:00:00,1,1,1,7.0556,0.3991,0.1592,0.7392,0.4792,0.3165,0.4817,6.6699
2026-02-19,2026-02-20 01:00:00,2,1,1,7.4444,0.4523,0.2124,0.7924,0.4854,0.3413,0.5633,6.8412
2026-02-19,2026-02-20 02:00:00,3,1,1,7.4444,0.4825,0.2426,0.8226,0.5135,0.4016,0.5633,7.194
2026-02-19,2026-02-20 03:00:00,4,1,1,6.9444,0.388,0.1481,0.7281,0.4471,0.3135,0.4625,6.6458
2026-02-19,2026-02-20 04:00:00,5,1,1,7.3333,0.4457,0.2058,0.7858,0.4761,0.3514,0.54,6.9044
2026-02-19,2026-02-20 05:00:00,6,1,1,7.75,0.4588,0.2189,0.7989,0.4723,0.3126,0.605,6.6388
2026-02-19,2026-02-20 06:00:00,7,1,1,7.9167,0.4926,0.2527,0.8327,0.4469,0.3601,0.625,6.9592
2026-02-19,2026-02-20 07:00:00,8,1,1,8.5,0.5735,0.1955,0.8823,0.4424,0.4437,0.7033,7.4902
2026-02-19,2026-02-20 08:00:00,9,1,1,7.8611,0.4323,0.1924,0.7724,0.3135,0.2462,0.6183,6.121
2026-02-19,2026-02-20 09:00:00,10,1,1,6.3056,0.2909,0.051,0.631,0.3104,0.2211,0.3607,5.9169
2026-02-19,2026-02-20 10:00:00,11,1,1,5.4444,0.2461,0.0062,0.5862,0.3576,0.2557,0.2365,6.2002
2026-02-19,2026-02-20 11:00:00,12,1,1,5.3611,0.2153,0.0,0.5554,0.2899,0.2044,0.2262,5.7848
2026-02-19,2026-02-20 12:00:00,13,1,1,4.75,0.1587,0.0593,0.3725,0.2556,0.1598,0.1575,5.315
2026-02-19,2026-02-20 13:00:00,14,1,1,4.1389,0.1137,0.0143,0.3275,0.1759,0.1127,0.1147,4.7399
2026-02-19,2026-02-20 14:00:00,15,1,1,3.5556,0.0869,0.0,0.3007,0.159,0.0967,0.0771,4.5008
2026-02-19,2026-02-20 15:00:00,16,1,1,3.0833,0.0877,0.0,0.3015,0.168,0.1214,0.0539,4.8435
2026-02-19,2026-02-20 16:00:00,17,1,1,2.3889,0.0657,0.0,0.2795,0.1286,0.0993,0.032,4.539
2026-02-19,2026-02-20 17:00:00,18,1,1,2.3611,0.0481,0.0,0.2619,0.1312,0.0649,0.0313,3.9235
2026-02-19,2026-02-20 18:00:00,19,1,1,1.0556,0.0229,0.0,0.2367,0.1576,0.0304,0.0154,3.0438
2026-02-19,2026-02-20 19:00:00,20,1,1,3.5556,0.0817,0.0,0.2956,0.2251,0.0864,0.0771,4.2792
2026-02-19,2026-02-20 20:00:00,21,1,1,6.5833,0.3435,0.1036,0.6836,0.3547,0.2732,0.4137,6.3368
2026-02-19,2026-02-20 21:00:00,22,1,1,7.2778,0.4115,0.1716,0.7516,0.3793,0.2946,0.5283,6.4971
2026-02-19,2026-02-20 22:00:00,23,1,1,8.0556,0.4752,0.2353,0.8153,0.3712,0.3078,0.6426,6.601
2026-02-19,2026-02-20 23:00:00,24,1,1,8.3056,0.5861,0.2081,0.8948,0.5428,0.4955,0.6768,7.8159
2026-02-19,2026-02-21 00:00:00,25,2,1,8.2778,0.5664,0.0717,0.8891,0.5482,0.4599,0.673,7.5895
2026-02-19,2026-02-21 01:00:00,26,2,1,7.9167,0.5653,0.0706,0.8879,0.527,0.5056,0.625,7.8918
2026-02-19,2026-02-21 02:00:00,27,2,1,7.1667,0.475,0.1831,0.9057,0.4474,0.445,0.505,7.5
2026-02-19,2026-02-21 03:00:00,28,2,1,6.5278,0.3845,0.0926,0.8152,0.3987,0.3628,0.4062,6.9757
2026-02-19,2026-02-21 04:00:00,29,2,1,5.4167,0.2475,0.0,0.6782,0.3354,0.2619,0.2331,6.2521
2026-02-19,2026-02-21 05:00:00,30,2,1,4.8611,0.1921,0.0797,0.3994,0.32,0.216,0.1682,5.8766
2026-02-19,2026-02-21 06:00:00,31,2,1,3.9722,0.1347,0.0222,0.3419,0.2755,0.1637,0.1056,5.3539
2026-02-19,2026-02-21 07:00:00,32,2,1,4.6389,0.169,0.0565,0.3762,0.2741,0.1912,0.1468,5.6487
2026-02-19,2026-02-21 08:00:00,33,2,1,5.6667,0.2356,0.0,0.6663,0.2026,0.2106,0.2606,5.8338
2026-02-19,2026-02-21 09:00:00,34,2,1,4.75,0.1553,0.0428,0.3625,0.2123,0.1531,0.1575,5.2471
2026-02-19,2026-02-21 10:00:00,35,2,1,2.4167,0.0422,0.0,0.2495,0.1466,0.0517,0.0328,3.6688
2026-02-19,2026-02-21 11:00:00,36,2,1,11.6111,0.9255,0.5907,1.0,0.6995,0.91,0.9409,10.7224
2026-02-19,2026-02-21 12:00:00,37,2,1,12.1667,0.9259,0.5912,1.0,0.7378,0.9005,0.9514,10.6427
2026-02-19,2026-02-21 13:00:00,38,2,1,11.75,0.9426,0.6079,1.0,0.7645,0.9411,0.9442,11.0149
2026-02-19,2026-02-21 14:00:00,39,2,1,8.7778,0.6895,0.1948,1.0,0.5691,0.6479,0.7311,8.8297
2026-02-19,2026-02-21 15:00:00,40,2,1,7.0833,0.4799,0.188,0.9107,0.5154,0.4724,0.4875,7.6644
2026-02-19,2026-02-21 16:00:00,41,2,1,4.8611,0.202,0.0,0.6327,0.2689,0.2357,0.1682,6.0333
2026-02-19,2026-02-21 17:00:00,42,2,1,4.75,0.1497,0.0373,0.3569,0.1963,0.1419,0.1575,5.0947
2026-02-19,2026-02-21 18:00:00,43,2,1,4.3611,0.1597,0.0472,0.3669,0.1932,0.1932,0.1262,5.6714
2026-02-19,2026-02-21 19:00:00,44,2,1,6.0833,0.3285,0.0365,0.7592,0.2042,0.344,0.3129,6.8584
2026-02-19,2026-02-21 20:00:00,45,2,1,6.5556,0.428,0.1361,0.8587,0.3421,0.446,0.41,7.5059
2026-02-19,2026-02-21 21:00:00,46,2,1,7.25,0.6243,0.1296,0.9469,0.6701,0.7262,0.5225,9.3691
2026-02-19,2026-02-21 22:00:00,47,2,1,8.8889,0.8144,0.4796,0.9612,0.7255,0.8865,0.7422,10.5268
2026-02-19,2026-02-21 23:00:00,48,2,1,7.6944,0.6232,0.1285,0.9458,0.6574,0.6481,0.5983,8.8311
2026-02-19,2026-02-20 00:00:00,1,1,2,7.0556,0.4049,0.1579,0.7753,0.349,0.3223,0.46,6.7974
2026-02-19,2026-02-20 01:00:00,2,1,2,7.4444,0.4679,0.2209,0.8382,0.349,0.3571,0.5417,7.0248
2026-02-19,2026-02-20 02:00:00,3,1,2,7.4444,0.4843,0.2373,0.8547,0.3947,0.3982,0.5417,7.2927
2026-02-19,2026-02-20 03:00:00,4,1,2,6.9444,0.389,0.1421,0.7594,0.372,0.3129,0.4398,6.7334
2026-02-19,2026-02-20 04:00:00,5,1,2,7.3333,0.4379,0.1909,0.8083,0.3232,0.3173,0.5183,6.765
2026-02-19,2026-02-20 05:00:00,6,1,2,7.75,0.4691,0.2221,0.8395,0.3045,0.2753,0.5983,6.4396
2026-02-19,2026-02-20 06:00:00,7,1,2,7.9167,0.5051,0.0814,0.8161,0.314,0.3202,0.6283,6.7842
2026-02-19,2026-02-20 07:00:00,8,1,2,8.5,0.5993,0.1757,0.9104,0.3812,0.4383,0.7067,7.5565
2026-02-19,2026-02-20 08:00:00,9,1,2,7.8611,0.4826,0.2357,0.853,0.3062,0.2791,0.6183,6.4683
2026-02-19,2026-02-20 09:00:00,10,1,2,6.3056,0.3059,0.0589,0.6763,0.3062,0.2598,0.3367,6.3238
2026-02-19,2026-02-20 10:00:00,11,1,2,5.4444,0.2178,0.0,0.5882,0.3109,0.2049,0.2265,5.8446
2026-02-19,2026-02-20 11:00:00,12,1,2,5.3611,0.2157,0.0,0.586,0.2914,0.2148,0.2162,5.9597
2026-02-19,2026-02-20 12:00:00,13,1,2,4.75,0.1517,0.056,0.3499,0.1946,0.158,0.1475,5.3912
2026-02-19,2026-02-20 13:00:00,14,1,2,4.1389,0.1114,0.0158,0.3096,0.1255,0.1206,0.1053,4.8951
2026-02-19,2026-02-20 14:00:00,15,1,2,3.5556,0.0836,0.0,0.2818,0.1124,0.106,0.0687,4.6643
2026-02-19,2026-02-20 15:00:00,16,1,2,3.0833,0.0738,0.0,0.272,0.136,0.1079,0.0511,4.704
2026-02-19,2026-02-20 16:00:00,17,1,2,2.3889,0.0588,0.0,0.257,0.1393,0.1009,0.0307,4.5541
2026-02-19,2026-02-20 17:00:00,18,1,2,2.3611,0.0541,0.0,0.2522,0.1716,0.09,0.0301,4.3963
2026-02-19,2026-02-20 18:00:00,19,1,2,1.0556,0.0279,0.0,0.2261,0.0885,0.0468,0.0154,3.539
