issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-01,2026-02-02 00:00:00,1,1,1,6.3333,0.2908,0.0509,0.6309,0.3337,0.2149,0.3667,5.8673
2026-02-01,2026-02-02 01:00:00,2,1,1,6.6389,0.3785,0.1386,0.7186,0.3712,0.3357,0.4212,6.8064
2026-02-01,2026-02-02 02:00:00,3,1,1,6.6389,0.3607,0.1209,0.7008,0.3765,0.3002,0.4212,6.5414
2026-02-01,2026-02-02 03:00:00,4,1,1,6.3889,0.3586,0.1187,0.6987,0.3978,0.3386,0.3786,6.8244
2026-02-01,2026-02-02 04:00:00,5,1,1,6.4167,0.4046,0.1648,0.7447,0.4351,0.4247,0.3846,7.3478
2026-02-01,2026-02-02 05:00:00,6,1,1,6.8333,0.435,0.1951,0.7751,0.4604,0.4224,0.4475,7.3307
2026-02-01,2026-02-02 06:00:00,7,1,1,6.8056,0.4154,0.1755,0.7555,0.4275,0.3871,0.4437,7.1135
2026-02-01,2026-02-02 07:00:00,8,1,1,6.5833,0.394,0.1541,0.7341,0.369,0.3742,0.4137,7.0417
2026-02-01,2026-02-02 08:00:00,9,1,1,6.4722,0.354,0.1141,0.6941,0.3389,0.3115,0.3965,6.6303
2026-02-01,2026-02-02 09:00:00,10,1,1,7.8056,0.6103,0.2323,0.9191,0.6761,0.609,0.6117,8.5586
2026-02-01,2026-02-02 10:00:00,11,1,1,6.7778,0.5233,0.1453,0.832,0.6876,0.6066,0.44,8.5429
2026-02-01,2026-02-02 11:00:00,12,1,1,7.25,0.6614,0.2835,0.9702,0.8048,0.8004,0.5225,9.8523
2026-02-01,2026-02-02 12:00:00,13,1,1,7.6667,0.7443,0.3663,1.0,0.8617,0.8936,0.595,10.5854
2026-02-01,2026-02-02 13:00:00,14,1,1,8.0556,0.788,0.41,1.0,0.9273,0.9334,0.6426,10.9382
2026-02-01,2026-02-02 14:00:00,15,1,1,8.2778,0.8093,0.7021,0.9681,0.9054,0.9456,0.673,11.0757
2026-02-01,2026-02-02 15:00:00,16,1,1,7.8333,0.7358,0.3579,1.0,0.8335,0.8567,0.615,10.2778
2026-02-01,2026-02-02 16:00:00,17,1,1,7.6111,0.745,0.3671,1.0,0.8901,0.9018,0.5883,10.6535
2026-02-01,2026-02-02 17:00:00,18,1,1,5.4444,0.4082,0.1683,0.7483,0.5491,0.5799,0.2365,8.3562
2026-02-01,2026-02-02 18:00:00,19,1,1,3.9167,0.1786,0.0792,0.3924,0.302,0.2554,0.1018,6.198
2026-02-01,2026-02-02 19:00:00,20,1,1,3.0556,0.1262,0.0268,0.34,0.2977,0.1998,0.0526,5.7472
2026-02-01,2026-02-02 20:00:00,21,1,1,3.1111,0.0792,0.0,0.293,0.2184,0.1031,0.0552,4.5972
2026-02-01,2026-02-02 21:00:00,22,1,1,3.6944,0.0805,0.0,0.2943,0.1826,0.0743,0.0866,4.0719
2026-02-01,2026-02-02 22:00:00,23,1,1,3.6667,0.0778,0.0,0.2916,0.2039,0.0709,0.0847,4.0149
2026-02-01,2026-02-02 23:00:00,24,1,1,3.9722,0.1032,0.0038,0.317,0.2028,0.1007,0.1056,4.5607
2026-02-01,2026-02-03 00:00:00,25,2,1,3.8889,0.1215,0.009,0.3287,0.2979,0.143,0.0999,5.1093
2026-02-01,2026-02-03 01:00:00,26,2,1,5.4167,0.2756,0.0,0.7064,0.4,0.3182,0.2331,6.6835
2026-02-01,2026-02-03 02:00:00,27,2,1,5.4444,0.2762,0.0,0.707,0.3833,0.316,0.2365,6.6659
2026-02-01,2026-02-03 03:00:00,28,2,1,5.0556,0.2186,0.0,0.6493,0.3012,0.2487,0.1885,6.1421
2026-02-01,2026-02-03 04:00:00,29,2,1,4.5833,0.2046,0.0,0.6353,0.3231,0.2678,0.1414,6.296
2026-02-01,2026-02-03 05:00:00,30,2,1,4.7222,0.2035,0.0,0.6343,0.3086,0.2523,0.1548,6.1717
2026-02-01,2026-02-03 06:00:00,31,2,1,4.25,0.1285,0.016,0.3357,0.1453,0.1365,0.1204,5.0209
2026-02-01,2026-02-03 07:00:00,32,2,1,3.25,0.08,0.0,0.2872,0.1037,0.0982,0.0617,4.5235
2026-02-01,2026-02-03 08:00:00,33,2,1,1.9444,0.0386,0.0,0.2458,0.1017,0.0558,0.0213,3.7874
2026-02-01,2026-02-03 09:00:00,34,2,1,1.4444,0.0316,0.0,0.2388,0.0759,0.0452,0.018,3.4055
2026-02-01,2026-02-03 10:00:00,35,2,1,2.0,0.0187,0.0,0.2259,0.0551,0.0157,0.0217,2.4249
2026-02-01,2026-02-03 11:00:00,36,2,1,3.8333,0.057,0.0,0.2642,0.0876,0.0178,0.0961,2.5583
2026-02-01,2026-02-03 12:00:00,37,2,1,3.7222,0.0688,0.0,0.276,0.088,0.0491,0.0885,3.5396
2026-02-01,2026-02-03 13:00:00,38,2,1,2.5833,0.0396,0.0,0.2468,0.0953,0.0416,0.0375,3.298
2026-02-01,2026-02-03 14:00:00,39,2,1,3.0278,0.058,0.0,0.2652,0.1215,0.0648,0.0513,3.9213
2026-02-01,2026-02-03 15:00:00,40,2,1,4.8889,0.1463,0.0338,0.3535,0.2262,0.1217,0.1709,4.8465
2026-02-01,2026-02-03 16:00:00,41,2,1,4.7778,0.1344,0.0219,0.3416,0.1732,0.1086,0.1602,4.6787
2026-02-01,2026-02-03 17:00:00,42,2,1,4.1389,0.136,0.0235,0.3432,0.2408,0.1574,0.1147,5.2902
2026-02-01,2026-02-03 18:00:00,43,2,1,6.0278,0.2714,0.0,0.7022,0.3237,0.2419,0.301,6.0852
2026-02-01,2026-02-03 19:00:00,44,2,1,7.6389,0.5202,0.0255,0.8428,0.4858,0.4486,0.5917,7.5218
2026-02-01,2026-02-03 20:00:00,45,2,1,7.0833,0.4633,0.1714,0.8941,0.4706,0.4392,0.4875,7.4564
2026-02-01,2026-02-03 21:00:00,46,2,1,6.7222,0.3673,0.0754,0.798,0.4106,0.3021,0.4325,6.556
2026-02-01,2026-02-03 22:00:00,47,2,1,6.6111,0.3604,0.0685,0.7911,0.3992,0.3033,0.4175,6.5657
2026-02-01,2026-02-03 23:00:00,48,2,1,5.3333,0.2011,0.0,0.6318,0.2435,0.1795,0.2228,5.5132
2026-02-01,2026-02-02 00:00:00,1,1,2,6.3333,0.285,0.038,0.6554,0.323,0.2,0.3417,5.7888
2026-02-01,2026-02-02 01:00:00,2,1,2,6.6389,0.3803,0.1333,0.7507,0.3507,0.3613,0.393,7.0518
2026-02-01,2026-02-02 02:00:00,3,1,2,6.6389,0.3614,0.1144,0.7318,0.3382,0.314,0.393,6.7423
2026-02-01,2026-02-02 03:00:00,4,1,2,6.3889,0.3447,0.0977,0.7151,0.3869,0.3342,0.3517,6.8752
2026-02-01,2026-02-02 04:00:00,5,1,2,6.4167,0.3423,0.0953,0.7127,0.4061,0.3208,0.3567,6.7875
2026-02-01,2026-02-02 05:00:00,6,1,2,6.8333,0.4219,0.1749,0.7923,0.4391,0.4206,0.4228,7.4388
2026-02-01,2026-02-02 06:00:00,7,1,2,6.8056,0.4156,0.1686,0.786,0.4353,0.4112,0.4185,7.3773
2026-02-01,2026-02-02 07:00:00,8,1,2,6.5833,0.3853,0.1383,0.7557,0.368,0.3866,0.3844,7.2169
2026-02-01,2026-02-02 08:00:00,9,1,2,6.4722,0.3733,0.1263,0.7437,0.3132,0.3833,0.3667,7.1952
2026-02-01,2026-02-02 09:00:00,10,1,2,7.8056,0.6151,0.1914,0.9261,0.6572,0.6251,0.6083,8.8269
2026-02-01,2026-02-02 10:00:00,11,1,2,6.7778,0.5088,0.0852,0.8199,0.6644,0.6507,0.4143,8.9939
2026-02-01,2026-02-02 11:00:00,12,1,2,7.25,0.6271,0.2034,0.9381,0.7615,0.8165,0.5008,10.1458
2026-02-01,2026-02-02 12:00:00,13,1,2,7.6667,0.7286,0.3049,1.0,0.8932,0.9464,0.5833,11.2804
2026-02-01,2026-02-02 13:00:00,14,1,2,8.0556,0.7745,0.3508,1.0,0.977,0.9607,0.6504,11.6197
2026-02-01,2026-02-02 14:00:00,15,1,2,8.2778,0.7925,0.3689,1.0,1.0,0.9635,0.6785,11.7047
2026-02-01,2026-02-02 15:00:00,16,1,2,7.8333,0.7241,0.3005,1.0,0.8965,0.8903,0.6133,10.6995
2026-02-01,2026-02-02 16:00:00,17,1,2,7.6111,0.7223,0.2986,1.0,0.9581,0.9457,0.5733,11.2658
