issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-03,2026-02-04 00:00:00,1,1,1,0.31943662803560463,0.07516217259614622,0.6709644781555018,0.35943902451715665,0.29591289857785963,0.35472222222222216,6.507207094035734
2026-02-03,2026-02-04 01:00:00,2,1,1,0.4544191766006166,0.21014472116115818,0.8059470267205137,0.5212105899036544,0.40903196100102773,0.5225,7.235362746302006
2026-02-03,2026-02-04 02:00:00,3,1,1,0.3337417709939531,0.08946731555449466,0.6852696211138501,0.4335636192273385,0.29188443313807,0.39652777777777776,6.476633248535525
2026-02-03,2026-02-04 03:00:00,4,1,1,0.2991351649236572,0.0548607094841988,0.6506630150435543,0.36227586230291997,0.25013268228016944,0.3726388888888888,6.153883463445856
2026-02-03,2026-02-04 04:00:00,5,1,1,0.2679565706980845,0.02368211525862607,0.6194844208179815,0.3085171156000819,0.22603872894125202,0.3308333333333332,5.955568912694095
2026-02-03,2026-02-04 05:00:00,6,1,1,0.4463497318764161,0.20207527643695766,0.7978775819963131,0.4335364423377532,0.35169399757180453,0.5883333333333334,6.906420818157112
2026-02-03,2026-02-04 06:00:00,7,1,1,0.38397451992927933,0.13970006448982092,0.7355023700491764,0.4616310256527139,0.33912419988213227,0.45124999999999993,6.82785958259666
2026-02-03,2026-02-04 07:00:00,8,1,1,0.39564187209677737,0.15136741665731895,0.7471697222166744,0.4539094405146218,0.34856978682796236,0.46625,6.886894501008098
2026-02-03,2026-02-04 08:00:00,9,1,1,0.34022079992835963,0.09594634448890121,0.6917486500482567,0.4051381331688676,0.2537013332139327,0.47,6.183622221227217
2026-02-03,2026-02-04 09:00:00,10,1,1,0.33641641234329095,0.09214195690383253,0.687944262463188,0.3315414263398174,0.2240273539054848,0.5050000000000001,5.939689636095933
2026-02-03,2026-02-04 10:00:00,11,1,1,0.3112463233609193,0.06697186792146087,0.6627741734808164,0.2715329060406096,0.19763276115708775,0.48166666666666663,5.722685705658705
2026-02-03,2026-02-04 11:00:00,12,1,1,0.16473073688574574,0.06336046837542592,0.3582295470555756,0.19666246281575428,0.10658826517994655,0.25194444444444447,4.648823977699198
2026-02-03,2026-02-04 12:00:00,13,1,1,0.14721443159128184,0.04584416308096201,0.3407132417611117,0.2093726879691886,0.10597466993608701,0.20907407407407408,4.639620049041305
2026-02-03,2026-02-04 13:00:00,14,1,1,0.17227080689241742,0.07090053838209759,0.36576961706224725,0.25757939973960214,0.15001924605526362,0.20564814814814805,5.204807900753595
2026-02-03,2026-02-04 14:00:00,15,1,1,0.1841829985018939,0.08281272999157407,0.37768180867172374,0.2728495322427174,0.18586055305871207,0.18166666666666667,5.586852535292832
