issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_gbm_pred,power_curve_pred
2026-02-27,2026-02-28 00:00:00,1,1,1,0.3338951236868798,0.32225339621217647,0.3368055555555556
2026-02-27,2026-02-28 01:00:00,2,1,1,0.422837375589118,0.4141868779455904,0.4249999999999999
2026-02-27,2026-02-28 02:00:00,3,1,1,0.3592933569579207,0.449244562567381,0.3368055555555556
2026-02-27,2026-02-28 03:00:00,4,1,1,0.4889953701574324,0.5949768507871617,0.4625
2026-02-27,2026-02-28 04:00:00,5,1,1,0.5161675167068156,0.6541709168674115,0.48166666666666663
2026-02-27,2026-02-28 05:00:00,6,1,1,0.5642362904984978,0.5445147858258222,0.5691666666666666
2026-02-27,2026-02-28 06:00:00,7,1,1,0.5460616659818874,0.5236416632427701,0.5516666666666667
2026-02-27,2026-02-28 07:00:00,8,1,1,0.5250563765618512,0.5119485494759228,0.5283333333333333
2026-02-27,2026-02-28 08:00:00,9,1,1,0.5358356291157877,0.5425114789122719,0.5341666666666667
2026-02-27,2026-02-28 09:00:00,10,1,1,0.5854316056577291,0.4938246949553121,0.6083333333333334
2026-02-27,2026-02-28 10:00:00,11,1,1,0.5818789999288012,0.542728332977339,0.5916666666666667
2026-02-27,2026-02-28 11:00:00,12,1,1,0.5118383361657146,0.4458583474952394,0.5283333333333333
2026-02-27,2026-02-28 12:00:00,13,1,1,0.5856823581799443,0.5084117908997215,0.605
2026-02-27,2026-02-28 13:00:00,14,1,1,0.5895574475136116,0.4877872375680578,0.615
2026-02-27,2026-02-28 14:00:00,15,1,1,0.5441298785835503,0.46731605958441763,0.5633333333333335
2026-02-27,2026-02-28 15:00:00,16,1,1,0.5106997570206339,0.4401654517698359,0.5283333333333333
2026-02-27,2026-02-28 16:00:00,17,1,1,0.478825133127888,0.5591256656394402,0.4587499999999999
2026-02-27,2026-02-28 17:00:00,18,1,1,0.41124289903058936,0.35621449515294723,0.4249999999999999
2026-02-27,2026-02-28 18:00:00,19,1,1,0.37434875393457306,0.3095215474506438,0.3905555555555554
2026-02-27,2026-02-28 19:00:00,20,1,1,0.2831320486996775,0.21177135460949867,0.3009722222222222
2026-02-27,2026-02-28 20:00:00,21,1,1,0.17722910261099628,0.21318255009201856,0.1682407407407407
2026-02-27,2026-02-28 21:00:00,22,1,1,0.11787790308521973,0.10772284875943189,0.12041666666666667
2026-02-27,2026-02-28 22:00:00,23,1,1,0.1415344310405626,0.18582030335096097,0.13046296296296298
2026-02-27,2026-02-28 23:00:00,24,1,1,0.08729390563172598,0.13554360223270395,0.07523148148148148
2026-02-27,2026-03-01 00:00:00,25,2,1,0.0928877769082318,0.13314258824486264,0.08282407407407408
2026-02-27,2026-03-01 01:00:00,26,2,1,0.0719980679948983,0.10295330293745451,0.06425925925925925
2026-02-27,2026-03-01 02:00:00,27,2,1,0.04858381397329993,0.11180795875538851,0.03277777777777778
2026-02-27,2026-03-01 03:00:00,28,2,1,0.0581421248305929,0.15367358711592743,0.03425925925925927
2026-02-27,2026-03-01 04:00:00,29,2,1,0.046120103156685036,0.11726718245009184,0.028333333333333335
2026-02-27,2026-03-01 05:00:00,30,2,1,0.04148401233047426,0.08223487646718611,0.0312962962962963
2026-02-27,2026-03-01 06:00:00,31,2,1,0.052938045190200234,0.1213568926176678,0.035833333333333335
2026-02-27,2026-03-01 07:00:00,32,2,1,0.05178623553562656,0.10559784434479942,0.03833333333333334
2026-02-27,2026-03-01 08:00:00,33,2,1,0.033877756253148796,0.038277670154632834,0.03277777777777778
2026-02-27,2026-03-01 09:00:00,34,2,1,0.03338683739896649,0.03878603884668427,0.03203703703703704
2026-02-27,2026-03-01 10:00:00,35,2,1,0.04460994183663914,0.0630497091831957,0.04
2026-02-27,2026-03-01 11:00:00,36,2,1,0.026539818321777514,0.043069461979257935,0.022407407407407407
2026-02-27,2026-03-01 12:00:00,37,2,1,0.03267796628669632,0.053019461063111215,0.0275925925925926
2026-02-27,2026-03-01 13:00:00,38,2,1,0.038465737892191376,0.08195831909058646,0.0275925925925926
2026-02-27,2026-03-01 14:00:00,39,2,1,0.03379282681459162,0.07044561555443955,0.024629629629629633
2026-02-27,2026-03-01 15:00:00,40,2,1,0.03843156146294491,0.08178743694435416,0.0275925925925926
2026-02-27,2026-03-01 16:00:00,41,2,1,0.055715330551060746,0.11857665275530371,0.04
2026-02-27,2026-03-01 17:00:00,42,2,1,0.054166415037931584,0.1886098529674357,0.020555555555555556
2026-02-27,2026-03-01 18:00:00,43,2,1,0.03451077432230108,0.10588720494483872,0.016666666666666666
2026-02-27,2026-03-01 19:00:00,44,2,1,0.10284989918465492,0.2883235699973487,0.05648148148148149
2026-02-27,2026-03-01 20:00:00,45,2,1,0.2125468095316791,0.3223636772880251,0.1850925925925926
2026-02-27,2026-03-01 21:00:00,46,2,1,0.4519501115917923,0.4397505579589613,0.455
2026-02-27,2026-03-01 22:00:00,47,2,1,0.6539064219769344,0.623235813588375,0.6615740740740741
2026-02-27,2026-03-01 23:00:00,48,2,1,0.7597356385471632,0.9186781927358161,0.7199999999999999
2026-02-27,2026-02-28 00:00:00,1,1,2,0.30893656363894206,0.23936563638942046,0.3166666666666667
2026-02-27,2026-02-28 01:00:00,2,1,2,0.39338924502686823,0.3588924502686833,0.3972222222222221
2026-02-27,2026-02-28 02:00:00,3,1,2,0.33013482965247304,0.4513482965247301,0.3166666666666667
2026-02-27,2026-02-28 03:00:00,4,1,2,0.45412651036841684,0.5829317703508347,0.4398148148148148
2026-02-27,2026-02-28 04:00:00,5,1,2,0.4805949471479649,0.6659494714796498,0.4599999999999999
2026-02-27,2026-02-28 05:00:00,6,1,2,0.5417948785383919,0.4904487853839204,0.5474999999999999
2026-02-27,2026-02-28 06:00:00,7,1,2,0.5250575521510695,0.48057552151069444,0.53
2026-02-27,2026-02-28 07:00:00,8,1,2,0.5039961289780631,0.4799612897806316,0.5066666666666666
2026-02-27,2026-02-28 08:00:00,9,1,2,0.511217088057859,0.49967088057859016,0.5125
2026-02-27,2026-02-28 09:00:00,10,1,2,0.5915405531050171,0.4854055310501707,0.6033333333333334
2026-02-27,2026-02-28 10:00:00,11,1,2,0.5645465235242287,0.44046523524228764,0.5783333333333333
2026-02-27,2026-02-28 11:00:00,12,1,2,0.49583214548151344,0.3983214548151351,0.5066666666666666
2026-02-27,2026-02-28 12:00:00,13,1,2,0.578559349671317,0.40059349671317007,0.5983333333333333
2026-02-27,2026-02-28 13:00:00,14,1,2,0.59855148871635,0.4655148871635009,0.6133333333333333
2026-02-27,2026-02-28 14:00:00,15,1,2,0.526283215777919,0.3878321577791893,0.5416666666666667
2026-02-27,2026-02-28 15:00:00,16,1,2,0.5011106358089731,0.4511063580897314,0.5066666666666666
2026-02-27,2026-02-28 16:00:00,17,1,2,0.4401214037171872,0.48121403717187344,0.4355555555555554
2026-02-27,2026-02-28 17:00:00,18,1,2,0.4024716702183099,0.4497167021830998,0.3972222222222221
2026-02-27,2026-02-28 18:00:00,19,1,2,0.3616729638344711,0.3617296383447123,0.3616666666666665
2026-02-27,2026-02-28 19:00:00,20,1,2,0.27949839328704573,0.2149839328704571,0.2866666666666667
2026-02-27,2026-02-28 20:00:00,21,1,2,0.16536445810798758,0.22947791441320947,0.1582407407407407
2026-02-27,2026-02-28 21:00:00,22,1,2,0.11448261479441099,0.1473261479441098,0.11083333333333334
2026-02-27,2026-02-28 22:00:00,23,1,2,0.12879887807609922,0.20298878076099197,0.12055555555555557
2026-02-27,2026-02-28 23:00:00,24,1,2,0.07482939509156013,0.1466272842489347,0.06685185185185184
2026-02-27,2026-03-01 00:00:00,25,2,2,0.08273961800828557,0.15906284674952223,0.07425925925925926
2026-02-27,2026-03-01 01:00:00,26,2,2,0.06809089126620527,0.154242245995386,0.05851851851851851
2026-02-27,2026-03-01 02:00:00,27,2,2,0.03811953064160934,0.09869530641609346,0.03138888888888888
2026-02-27,2026-03-01 03:00:00,28,2,2,0.04068353947475015,0.1126687280808348,0.032685185185185185
2026-02-27,2026-03-01 04:00:00,29,2,2,0.03393069457142903,0.09180694571429031,0.0275
2026-02-27,2026-03-01 05:00:00,30,2,2,0.033722039917386246,0.06638706584052914,0.030092592592592594
2026-02-27,2026-03-01 06:00:00,31,2,2,0.04251768849128121,0.11767688491281207,0.034166666666666665
2026-02-27,2026-03-01 07:00:00,32,2,2,0.04418348645925864,0.11183486459258637,0.03666666666666667
2026-02-27,2026-03-01 08:00:00,33,2,2,0.03353228216396182,0.05282282163961828,0.03138888888888888
2026-02-27,2026-03-01 09:00:00,34,2,2,0.03237224928054089,0.04705582613874222,0.03074074074074074
2026-02-27,2026-03-01 10:00:00,35,2,2,0.0415506981481052,0.07050698148105201,0.03833333333333333
2026-02-27,2026-03-01 11:00:00,36,2,2,0.026219007271921405,0.061356739385880744,0.02231481481481481
2026-02-27,2026-03-01 12:00:00,37,2,2,0.029820432917864584,0.05653766251197915,0.026851851851851856
2026-02-27,2026-03-01 13:00:00,38,2,2,0.032758850533089245,0.08592183866422579,0.026851851851851856
2026-02-27,2026-03-01 14:00:00,39,2,2,0.02717948796327616,0.053461546299428224,0.02425925925925926
2026-02-27,2026-03-01 15:00:00,40,2,2,0.030361196647173322,0.06194529980506651,0.026851851851851856
2026-02-27,2026-03-01 16:00:00,41,2,2,0.048699918703676424,0.14199918703676426,0.03833333333333333
2026-02-27,2026-03-01 17:00:00,42,2,2,0.03695542762422896,0.1845542762422896,0.020555555555555556
2026-02-27,2026-03-01 18:00:00,43,2,2,0.027051843270903063,0.12051843270903062,0.016666666666666666
2026-02-27,2026-03-01 19:00:00,44,2,2,0.07970324609347887,0.3203657942681219,0.05296296296296297
2026-02-27,2026-03-01 20:00:00,45,2,2,0.19103437037837936,0.3345103704504604,0.17509259259259258
2026-02-27,2026-03-01 21:00:00,46,2,2,0.4299631591397982,0.4179649247313147,0.43129629629629634
2026-02-27,2026-03-01 22:00:00,47,2,2,0.6598190099341246,0.5865234326745772,0.6679629629629631
2026-02-27,2026-03-01 23:00:00,48,2,2,0.730876868857085,0.8337686885708512,0.7194444444444444
