issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-06,2026-02-07 00:00:00,1,1,1,6.3056,0.4492,0.2093,0.7893,0.6628,0.5378,0.3607,8.0987
2026-02-06,2026-02-07 01:00:00,2,1,1,5.7778,0.3459,0.106,0.686,0.4086,0.4198,0.272,7.3109
2026-02-06,2026-02-07 02:00:00,3,1,1,6.2222,0.3501,0.1102,0.6902,0.3286,0.3573,0.3428,6.9416
2026-02-06,2026-02-07 03:00:00,4,1,1,6.0556,0.3375,0.0976,0.6776,0.2967,0.368,0.3069,7.0074
2026-02-06,2026-02-07 04:00:00,5,1,1,5.8611,0.3034,0.0635,0.6435,0.2453,0.3262,0.2806,6.746
2026-02-06,2026-02-07 05:00:00,6,1,1,3.9167,0.1137,0.0143,0.3275,0.1327,0.1256,0.1018,4.8913
2026-02-06,2026-02-07 06:00:00,7,1,1,2.5556,0.0459,0.0,0.2597,0.0707,0.0551,0.0367,3.7764
2026-02-06,2026-02-07 07:00:00,8,1,1,0.9167,0.0176,0.0,0.2314,0.0073,0.0208,0.0144,2.7063
2026-02-06,2026-02-07 08:00:00,9,1,1,0.5833,0.0162,0.0,0.23,0.0,0.0201,0.0122,2.6731
2026-02-06,2026-02-07 09:00:00,10,1,1,1.3333,0.0167,0.0,0.2305,0.0367,0.0161,0.0172,2.4599
2026-02-06,2026-02-07 10:00:00,11,1,1,3.25,0.0619,0.0,0.2757,0.1131,0.062,0.0617,3.8806
2026-02-06,2026-02-07 11:00:00,12,1,1,5.5833,0.2546,0.0147,0.5947,0.4102,0.2573,0.2519,6.2135
2026-02-06,2026-02-07 12:00:00,13,1,1,6.1667,0.3378,0.098,0.6779,0.4321,0.3448,0.3308,6.8636
2026-02-06,2026-02-07 13:00:00,14,1,1,6.0833,0.2457,0.0058,0.5858,0.279,0.1784,0.3129,5.5008
2026-02-06,2026-02-07 14:00:00,15,1,1,5.1944,0.1751,0.0757,0.3889,0.2492,0.1445,0.2056,5.1299
2026-02-06,2026-02-07 15:00:00,16,1,1,3.6667,0.0786,0.0,0.2924,0.1568,0.0725,0.0847,4.0418
2026-02-06,2026-02-07 16:00:00,17,1,1,2.3333,0.0412,0.0,0.255,0.0909,0.0518,0.0306,3.6755
