issue_date,ts,horizon_hour,lead_day,turbine,wind_speed_100m,power_norm_pred,power_p10,power_p90,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-10,2026-02-11 00:00:00,1,1,1,11.9722,0.9683,0.8611,1.0,0.9443,0.9872,0.9494,12.2898
2026-02-10,2026-02-11 01:00:00,2,1,1,10.6944,0.9485,0.8414,1.0,0.9196,0.99,0.907,12.4986
2026-02-10,2026-02-11 02:00:00,3,1,1,8.5833,0.7958,0.4179,1.0,0.8472,0.88,0.7117,10.4722
2026-02-10,2026-02-11 03:00:00,4,1,1,7.1111,0.6241,0.2461,0.9329,0.7154,0.7549,0.4933,9.5561
2026-02-10,2026-02-11 04:00:00,5,1,1,4.8333,0.3391,0.0993,0.6792,0.5103,0.5127,0.1656,7.9454
2026-02-10,2026-02-11 05:00:00,6,1,1,4.0833,0.2934,0.0535,0.6335,0.3768,0.475,0.1118,7.6802
2026-02-10,2026-02-11 06:00:00,7,1,1,2.2778,0.0686,0.0,0.2824,0.1921,0.1082,0.0291,4.6724
2026-02-10,2026-02-11 07:00:00,8,1,1,2.4444,0.062,0.0,0.2758,0.1635,0.0905,0.0335,4.3679
2026-02-10,2026-02-11 08:00:00,9,1,1,4.8333,0.1426,0.0433,0.3564,0.1813,0.1197,0.1656,4.8235
2026-02-10,2026-02-11 09:00:00,10,1,1,3.2222,0.0576,0.0,0.2714,0.1184,0.0549,0.0604,3.7732
2026-02-10,2026-02-11 10:00:00,11,1,1,1.9722,0.0401,0.0,0.2539,0.1517,0.0586,0.0215,3.8294
2026-02-10,2026-02-11 11:00:00,12,1,1,3.0,0.1136,0.0143,0.3274,0.3454,0.1773,0.05,5.4894
2026-02-10,2026-02-11 12:00:00,13,1,1,2.8056,0.1102,0.0108,0.324,0.2808,0.1762,0.0442,5.4791
2026-02-10,2026-02-11 13:00:00,14,1,1,2.3056,0.09,0.0,0.3038,0.3024,0.1502,0.0298,5.207
2026-02-10,2026-02-11 14:00:00,15,1,1,6.8611,0.4738,0.234,0.8139,0.4677,0.4964,0.4512,7.8232
2026-02-10,2026-02-11 15:00:00,16,1,1,10.1944,0.8458,0.7387,1.0,0.8307,0.791,0.9006,9.7961
2026-02-10,2026-02-11 16:00:00,17,1,1,12.3333,0.9694,0.8623,1.0,0.945,0.9861,0.9528,12.1625
2026-02-10,2026-02-11 17:00:00,18,1,1,11.6389,0.9586,0.8515,1.0,0.8909,0.9757,0.9416,11.6495
2026-02-10,2026-02-11 18:00:00,19,1,1,10.8611,0.9405,0.8333,1.0,0.8551,0.985,0.8959,12.0054
2026-02-10,2026-02-11 19:00:00,20,1,1,10.25,0.9451,0.8379,1.0,0.8624,0.986,0.9042,12.1501
2026-02-10,2026-02-11 20:00:00,21,1,1,9.2778,0.8878,0.7807,1.0,0.8343,0.9649,0.8107,11.3733
2026-02-10,2026-02-11 21:00:00,22,1,1,9.0278,0.8552,0.7481,1.0,0.8767,0.9513,0.7591,11.1546
2026-02-10,2026-02-11 22:00:00,23,1,1,9.4167,0.8715,0.7644,1.0,0.8732,0.9036,0.8394,10.6693
2026-02-10,2026-02-11 23:00:00,24,1,1,7.1111,0.4608,0.2209,0.8009,0.4994,0.4283,0.4933,7.3747
2026-02-10,2026-02-12 00:00:00,25,2,1,8.1389,0.5925,0.0978,0.9151,0.6332,0.5309,0.654,8.0608
2026-02-10,2026-02-12 01:00:00,26,2,1,7.3611,0.5034,0.0087,0.826,0.5615,0.4609,0.5458,7.5953
2026-02-10,2026-02-12 02:00:00,27,2,1,7.5556,0.5037,0.0089,0.8263,0.4999,0.4256,0.5817,7.3548
2026-02-10,2026-02-12 03:00:00,28,2,1,6.3056,0.2963,0.0044,0.727,0.3389,0.2318,0.3607,6.0015
2026-02-10,2026-02-12 04:00:00,29,2,1,6.5278,0.3373,0.0454,0.768,0.3217,0.2683,0.4062,6.3001
2026-02-10,2026-02-12 05:00:00,30,2,1,6.7222,0.3298,0.0379,0.7606,0.268,0.2272,0.4325,5.9644
2026-02-10,2026-02-12 06:00:00,31,2,1,5.4722,0.1817,0.0692,0.3889,0.1452,0.1234,0.2399,4.8664
2026-02-10,2026-02-12 07:00:00,32,2,1,3.6111,0.0652,0.0,0.2725,0.0671,0.0496,0.0809,3.5613
2026-02-10,2026-02-12 08:00:00,33,2,1,1.9722,0.0292,0.0,0.2364,0.0562,0.0369,0.0215,3.1832
2026-02-10,2026-02-12 09:00:00,34,2,1,1.9167,0.0283,0.0,0.2355,0.0544,0.0354,0.0211,3.1518
2026-02-10,2026-02-12 10:00:00,35,2,1,1.5,0.0273,0.0,0.2345,0.0695,0.0362,0.0183,3.1688
2026-02-10,2026-02-12 11:00:00,36,2,1,2.6111,0.0388,0.0,0.246,0.0636,0.0393,0.0383,3.234
2026-02-10,2026-02-12 12:00:00,37,2,1,1.5278,0.0224,0.0,0.2296,0.0603,0.0262,0.0185,2.9209
2026-02-10,2026-02-12 13:00:00,38,2,1,1.2222,0.022,0.0,0.2293,0.0731,0.0276,0.0165,2.9732
2026-02-10,2026-02-12 14:00:00,39,2,1,1.6944,0.0245,0.0,0.2317,0.1009,0.0293,0.0196,3.0217
2026-02-10,2026-02-12 15:00:00,40,2,1,2.3889,0.041,0.0,0.2483,0.1031,0.05,0.032,3.5857
2026-02-10,2026-02-12 16:00:00,41,2,1,3.0,0.0619,0.0,0.2691,0.1334,0.0737,0.05,4.0621
2026-02-10,2026-02-12 17:00:00,42,2,1,5.3889,0.1819,0.0694,0.3891,0.1927,0.1342,0.2296,4.9903
2026-02-10,2026-02-12 18:00:00,43,2,1,5.3333,0.1639,0.0515,0.3712,0.1891,0.1051,0.2228,4.6264
2026-02-10,2026-02-12 19:00:00,44,2,1,4.9444,0.1495,0.037,0.3567,0.1876,0.1226,0.1763,4.8573
2026-02-10,2026-02-12 20:00:00,45,2,1,3.5556,0.0786,0.0,0.2858,0.174,0.0801,0.0771,4.1678
2026-02-10,2026-02-12 21:00:00,46,2,1,3.3611,0.0866,0.0,0.2938,0.2074,0.1064,0.0669,4.6459
2026-02-10,2026-02-12 22:00:00,47,2,1,1.9167,0.0522,0.0,0.2594,0.1465,0.0832,0.0211,4.2203
2026-02-10,2026-02-12 23:00:00,48,2,1,1.9167,0.0477,0.0,0.2549,0.187,0.0742,0.0211,4.0701
2026-02-10,2026-02-11 00:00:00,1,1,2,11.9722,0.9518,0.8003,1.0,0.9337,0.97,0.9397,12.7502
2026-02-10,2026-02-11 01:00:00,2,1,2,10.6944,0.93,0.7784,1.0,0.9739,0.97,0.9033,12.7937
2026-02-10,2026-02-11 02:00:00,3,1,2,8.5833,0.7927,0.369,1.0,0.869,0.9122,0.7131,10.8854
2026-02-10,2026-02-11 03:00:00,4,1,2,7.1111,0.5588,0.1351,0.8698,0.6902,0.6894,0.4717,9.2666
2026-02-10,2026-02-11 04:00:00,5,1,2,4.8333,0.3093,0.0623,0.6797,0.6119,0.54,0.1556,8.2499
2026-02-10,2026-02-11 05:00:00,6,1,2,4.0833,0.2406,0.0,0.611,0.3977,0.4478,0.1025,7.6216
2026-02-10,2026-02-11 06:00:00,7,1,2,2.2778,0.0565,0.0,0.2547,0.2275,0.0992,0.0281,4.5175
2026-02-10,2026-02-11 07:00:00,8,1,2,2.4444,0.0613,0.0,0.2595,0.215,0.1052,0.032,4.6481
2026-02-10,2026-02-11 08:00:00,9,1,2,4.8333,0.1248,0.0291,0.323,0.1485,0.0786,0.1556,4.2536
2026-02-10,2026-02-11 09:00:00,10,1,2,3.2222,0.0507,0.0,0.2488,0.0948,0.043,0.0557,3.4412
2026-02-10,2026-02-11 10:00:00,11,1,2,1.9722,0.0406,0.0,0.2388,0.1592,0.0693,0.0215,4.0554
2026-02-10,2026-02-11 11:00:00,12,1,2,3.0,0.1664,0.0707,0.3646,0.4396,0.3435,0.0483,6.9359
2026-02-10,2026-02-11 12:00:00,13,1,2,2.8056,0.1073,0.0116,0.3055,0.3579,0.2045,0.0425,5.84
2026-02-10,2026-02-11 13:00:00,14,1,2,2.3056,0.0854,0.0,0.2836,0.3639,0.1704,0.0288,5.531
2026-02-10,2026-02-11 14:00:00,15,1,2,6.8611,0.4565,0.2096,0.8269,0.5159,0.5008,0.427,7.9828
2026-02-10,2026-02-11 15:00:00,16,1,2,10.1944,0.8463,0.6947,1.0,0.77,0.7768,0.8926,9.8887
2026-02-10,2026-02-11 16:00:00,17,1,2,12.3333,0.9318,0.7803,1.0,0.916,0.9146,0.9433,10.9046
2026-02-10,2026-02-11 17:00:00,18,1,2,11.6389,0.944,0.7925,1.0,0.8837,0.9555,0.9364,11.475
2026-02-10,2026-02-11 18:00:00,19,1,2,10.8611,0.924,0.7724,1.0,0.8648,0.97,0.8933,12.3995
2026-02-10,2026-02-11 19:00:00,20,1,2,10.25,0.926,0.7744,1.0,0.8555,0.97,0.8967,12.2724
2026-02-10,2026-02-11 20:00:00,21,1,2,9.2778,0.8637,0.7121,1.0,0.8454,0.964,0.7969,11.7212
