issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_gbm_pred,power_curve_pred
2026-02-05,2026-02-06 00:00:00,1,1,1,0.35307312347945763,0.41814339517506577,0.3368055555555556
2026-02-05,2026-02-06 01:00:00,2,1,1,0.27139824145831154,0.3836578739582243,0.24333333333333332
2026-02-05,2026-02-06 02:00:00,3,1,1,0.22673325344632148,0.352184785750126,0.19537037037037033
2026-02-05,2026-02-06 03:00:00,4,1,1,0.19045281108926138,0.3330047961870475,0.15481481481481482
2026-02-05,2026-02-06 04:00:00,5,1,1,0.09493560718613758,0.27467803593068785,0.05000000000000001
2026-02-05,2026-02-06 05:00:00,6,1,1,0.07835253048114135,0.20176265240570673,0.0475
2026-02-05,2026-02-06 06:00:00,7,1,1,0.03720787577080105,0.0964097492243756,0.022407407407407407
2026-02-05,2026-02-06 07:00:00,8,1,1,0.2995096729530974,0.2458816980988208,0.31291666666666657
2026-02-05,2026-02-06 08:00:00,9,1,1,0.4758615918176998,0.26597462575516556,0.5283333333333333
2026-02-05,2026-02-06 09:00:00,10,1,1,0.22996359996103244,0.19018837017553245,0.2399074074074074
2026-02-05,2026-02-06 10:00:00,11,1,1,0.04836295638836138,0.06848144860847355,0.043333333333333335
2026-02-05,2026-02-06 11:00:00,12,1,1,0.23648374648076942,0.2913076212927361,0.22277777777777774
2026-02-05,2026-02-06 12:00:00,13,1,1,0.7321157047830984,0.7250229683599368,0.7338888888888888
2026-02-05,2026-02-06 13:00:00,14,1,1,0.8469868291943379,0.7449341459716892,0.8725
2026-02-05,2026-02-06 14:00:00,15,1,1,0.9211538815515959,0.8316953336839057,0.9435185185185185
2026-02-05,2026-02-06 15:00:00,16,1,1,0.9424667005311336,0.8534446137667785,0.9647222222222223
2026-02-05,2026-02-06 16:00:00,17,1,1,0.9508900624900345,0.8329688309686909,0.9803703703703703
2026-02-05,2026-02-06 17:00:00,18,1,1,0.9614045503431131,0.8651708998637135,0.985462962962963
2026-02-05,2026-02-06 18:00:00,19,1,1,0.9625814946636765,0.8729074733183823,0.985
2026-02-05,2026-02-06 19:00:00,20,1,1,0.9757659952668152,0.9343855318896309,0.9861111111111112
2026-02-05,2026-02-06 20:00:00,21,1,1,0.9663777263521045,0.9141108539827448,0.9794444444444443
2026-02-05,2026-02-06 21:00:00,22,1,1,0.964251708407474,0.8879252087040365,0.9833333333333334
2026-02-05,2026-02-06 22:00:00,23,1,1,0.9193003987089494,0.8661316231743766,0.9325925925925926
2026-02-05,2026-02-06 23:00:00,24,1,1,0.643563283987766,0.784483086605496,0.6083333333333334
2026-02-05,2026-02-07 00:00:00,25,2,1,0.8771710153890717,0.7577069287972102,0.907037037037037
2026-02-05,2026-02-07 01:00:00,26,2,1,0.8773841528641518,0.7491429865429815,0.9094444444444444
2026-02-05,2026-02-07 02:00:00,27,2,1,0.8017598513171121,0.6050955528818552,0.8509259259259263
2026-02-05,2026-02-07 03:00:00,28,2,1,0.6352445072496183,0.5602966103221657,0.6539814814814815
2026-02-05,2026-02-07 04:00:00,29,2,1,0.5461041041672858,0.43052052083642856,0.5750000000000001
2026-02-05,2026-02-07 05:00:00,30,2,1,0.22500134699201246,0.19278451273783995,0.23305555555555557
2026-02-05,2026-02-07 06:00:00,31,2,1,0.1299894922378102,0.1223548685964584,0.13189814814814815
2026-02-05,2026-02-07 07:00:00,32,2,1,0.04036550569672488,0.06775345440955027,0.03351851851851853
2026-02-05,2026-02-07 08:00:00,33,2,1,0.014859477637746204,0.01800109189243472,0.014074074074074074
2026-02-05,2026-02-07 09:00:00,34,2,1,0.02776149657203101,0.05288155693422911,0.02148148148148148
2026-02-05,2026-02-07 10:00:00,35,2,1,0.023546987594739704,0.032549752788513325,0.021296296296296296
2026-02-05,2026-02-07 11:00:00,36,2,1,0.07339997724253775,0.07885173806454057,0.07203703703703704
2026-02-05,2026-02-07 12:00:00,37,2,1,0.15820023131866862,0.2576678232600097,0.13333333333333333
2026-02-05,2026-02-07 13:00:00,38,2,1,0.21369360906624946,0.2732828601460623,0.19879629629629625
2026-02-05,2026-02-07 14:00:00,39,2,1,0.19529686592193093,0.2361139592392843,0.1850925925925926
2026-02-05,2026-02-07 15:00:00,40,2,1,0.13745667388937527,0.19987596203946897,0.12185185185185185
2026-02-05,2026-02-07 16:00:00,41,2,1,0.09421501741999089,0.2036676796925471,0.06685185185185183
2026-02-05,2026-02-07 17:00:00,42,2,1,0.03471060738641372,0.09947896285799451,0.018518518518518517
2026-02-05,2026-02-07 18:00:00,43,2,1,0.13877693726386084,0.17777357520819295,0.1290277777777778
2026-02-05,2026-02-07 19:00:00,44,2,1,0.4514114831277853,0.3070574156389265,0.48749999999999993
2026-02-05,2026-02-07 20:00:00,45,2,1,0.4994637590651022,0.43065212865884417,0.5166666666666667
2026-02-05,2026-02-07 21:00:00,46,2,1,0.5638559702977218,0.5192798514886089,0.5750000000000001
2026-02-05,2026-02-07 22:00:00,47,2,1,0.7203940326265125,0.6219701631325625,0.7449999999999999
2026-02-05,2026-02-07 23:00:00,48,2,1,0.8140480137939166,0.6435734023029155,0.8566666666666668
2026-02-05,2026-02-06 00:00:00,1,1,2,0.33825477302209517,0.5325477302209515,0.3166666666666667
2026-02-05,2026-02-06 01:00:00,2,1,2,0.2580873200255721,0.48087320025572117,0.2333333333333333
2026-02-05,2026-02-06 02:00:00,3,1,2,0.2067339900827825,0.3990065674944919,0.18537037037037032
2026-02-05,2026-02-06 03:00:00,4,1,2,0.16783632113002228,0.3750298779668894,0.1448148148148148
2026-02-05,2026-02-06 04:00:00,5,1,2,0.07261565785295487,0.2911565785295487,0.04833333333333334
2026-02-05,2026-02-06 05:00:00,6,1,2,0.06035186902825847,0.1910186902825846,0.04583333333333334
