issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-02-08,2026-02-09 00:00:00,1,1,1,0.9727037037037036,0.9487979450903211,0.9899999999999999,0.9467592592592593,15.195365458396992
2026-02-08,2026-02-09 01:00:00,2,1,1,0.9742777777777777,0.9678326298612375,0.9899999999999999,0.9506944444444445,15.07783006919157
2026-02-08,2026-02-09 02:00:00,3,1,1,0.9732222222222222,0.9784998672015601,0.9899999999999999,0.9480555555555557,14.718920959790854
2026-02-08,2026-02-09 03:00:00,4,1,1,0.9747407407407407,0.9752184856587985,0.9899999999999999,0.9518518518518518,14.619708020567188
2026-02-08,2026-02-09 04:00:00,5,1,1,0.9706296296296295,0.9256287305620983,0.9899999999999999,0.9415740740740741,14.509912699146494
2026-02-08,2026-02-09 05:00:00,6,1,1,0.9590370370370369,0.8514535008494624,0.9899999999999999,0.9125925925925924,14.429666609107707
2026-02-08,2026-02-09 06:00:00,7,1,1,0.9472222222222222,0.8566302744827008,0.9899999999999999,0.8830555555555556,13.18104656943674
2026-02-08,2026-02-09 07:00:00,8,1,1,0.9449610857961676,0.8405903356764767,0.9885771183022546,0.879537037037037,12.393283872669098
2026-02-08,2026-02-09 08:00:00,9,1,1,0.9363252920356435,0.8706327847158015,0.9835668447507637,0.8654629629629631,11.94625667815364
2026-02-08,2026-02-09 09:00:00,10,1,1,0.9094737089258906,0.8808575436414584,0.9752956877159906,0.8107407407407405,11.636088289349646
2026-02-08,2026-02-09 10:00:00,11,1,1,0.9300316704972234,0.9750186091719864,0.9754231545324091,0.8619444444444446,11.640868294965342
2026-02-08,2026-02-09 11:00:00,12,1,1,0.942609593125026,0.9968276716617535,0.9823122848380064,0.8830555555555556,11.89921068142524
2026-02-08,2026-02-09 12:00:00,13,1,1,0.952148148148148,1.0,0.9899999999999999,0.8953703703703703,12.535230361776762
2026-02-08,2026-02-09 13:00:00,14,1,1,0.9392315944308055,1.0,0.9895835215822066,0.8637037037037038,12.46876411866551
2026-02-08,2026-02-09 14:00:00,15,1,1,0.9493333333333331,1.0,0.9899999999999999,0.8883333333333333,13.065105626709762
2026-02-08,2026-02-09 15:00:00,16,1,1,0.9069589891902258,0.9952245559769912,0.9825859696380305,0.7935185185185186,11.909473861426143
2026-02-08,2026-02-09 16:00:00,17,1,1,0.9228888888888889,1.0,0.9899999999999999,0.8222222222222224,12.602495221996652
2026-02-08,2026-02-09 17:00:00,18,1,1,0.8043696985493929,0.923250221061472,0.9217272753600992,0.6283333333333334,10.828693206500931
2026-02-08,2026-02-09 18:00:00,19,1,1,0.7245537906768049,0.8564283716517106,0.914256317794675,0.43999999999999984,10.75865297932508
2026-02-08,2026-02-09 19:00:00,20,1,1,0.4658495226112918,0.6053293874629019,0.6256134018830172,0.22620370370370374,8.667043925324025
2026-02-08,2026-02-09 20:00:00,21,1,1,0.38222417008371035,0.5114326621332068,0.574231641497542,0.09421296296296296,8.315940296411014
2026-02-08,2026-02-09 21:00:00,22,1,1,0.17443356595167164,0.3874597797206531,0.2688707580676009,0.03277777777777778,6.304030685507007
2026-02-08,2026-02-09 22:00:00,23,1,1,0.1064963432099086,0.2973355356655735,0.1636667448560205,0.02074074074074074,5.353334115226872
2026-02-08,2026-02-09 23:00:00,24,1,1,0.1296642005757,0.3122117304502359,0.1982057663915988,0.02685185185185186,5.729297304518448
2026-02-08,2026-02-10 00:00:00,25,2,1,0.1773735953058157,0.3213472269973116,0.2553757452627793,0.06037037037037036,6.197575654967605
2026-02-08,2026-02-10 01:00:00,26,2,1,0.20059170022904424,0.33340988264459864,0.2740417226039626,0.09041666666666667,6.342812919529719
2026-02-08,2026-02-10 02:00:00,27,2,1,0.1367420396639734,0.2866291130008033,0.1625638932671162,0.09800925925925927,5.342305599337829
2026-02-08,2026-02-10 03:00:00,28,2,1,0.1826289331800222,0.3031654987356649,0.22506056764571603,0.1189814814814815,5.947846586676706
2026-02-08,2026-02-10 04:00:00,29,2,1,0.16082216469426935,0.2845113446564681,0.16482706461390573,0.15481481481481482,5.364937312805724
2026-02-08,2026-02-10 05:00:00,30,2,1,0.16392251481850498,0.341825339536139,0.1753646851913355,0.1467592592592592,5.470313518580022
2026-02-08,2026-02-10 06:00:00,31,2,1,0.39698854997950495,0.49606678718840824,0.4783759783609033,0.2749074074074074,7.70025587016542
2026-02-08,2026-02-10 07:00:00,32,2,1,0.12841571277245709,0.18686746230528364,0.16772989165779884,0.06944444444444446,5.393965583244655
2026-02-08,2026-02-10 08:00:00,33,2,1,0.24204941907733432,0.30729242402920515,0.24119347624000165,0.24333333333333332,6.0793900797777916
2026-02-08,2026-02-10 09:00:00,34,2,1,0.10382073110403003,0.14435335587690284,0.13538023085239573,0.05648148148148149,5.005184966169033
2026-02-08,2026-02-10 10:00:00,35,2,1,0.18224100962338843,0.2225123747335545,0.1780560036933017,0.1885185185185185,5.497226703599684
2026-02-08,2026-02-10 11:00:00,36,2,1,0.08401790174524369,0.13863373936851112,0.10583230537787529,0.0512962962962963,4.637484580668129
2026-02-08,2026-02-10 12:00:00,37,2,1,0.19710372409017884,0.2745485354645824,0.2073950957058536,0.18166666666666667,5.808382334519897
2026-02-08,2026-02-10 13:00:00,38,2,1,0.5100935197959345,0.49714818992583965,0.4823780885487797,0.5516666666666667,7.724268531292679
2026-02-08,2026-02-10 14:00:00,39,2,1,0.26648044683893757,0.39543269491654004,0.3283933373241553,0.17361111111111105,6.760791691609304
2026-02-08,2026-02-10 15:00:00,40,2,1,0.28410043425780657,0.5097986222418326,0.35238961265189983,0.18166666666666667,6.910768412407707
2026-02-08,2026-02-10 16:00:00,41,2,1,0.36132474802015174,0.6236765790059172,0.4285042096632159,0.2605555555555555,7.376281572474119
2026-02-08,2026-02-10 17:00:00,42,2,1,0.19879350685762545,0.3748028713098223,0.2596558447627091,0.10750000000000001,6.233243150800353
2026-02-08,2026-02-10 18:00:00,43,2,1,0.2822325838780791,0.28916453474286197,0.38628270152519356,0.12615740740740738,7.108977971436261
2026-02-08,2026-02-10 19:00:00,44,2,1,0.32574994732477647,0.31258232813084286,0.512361023319072,0.045833333333333344,7.94270767489304
2026-02-08,2026-02-10 20:00:00,45,2,1,0.5342036674009943,0.45270358302493824,0.48922833455721276,0.6016666666666667,7.769212509179096
2026-02-08,2026-02-10 21:00:00,46,2,1,0.5076428763722161,0.5018331454771477,0.4316270161759157,0.6216666666666666,7.399702621319368
2026-02-08,2026-02-10 22:00:00,47,2,1,0.5186525137962563,0.46112769228436584,0.37516159706783464,0.7338888888888888,7.047194057784266
2026-02-08,2026-02-10 23:00:00,48,2,1,0.9256434093702116,0.8394776847837723,0.9083254353701057,0.9516203703703704,10.708267516973104
2026-02-08,2026-02-09 00:00:00,1,1,2,0.9480277777777777,0.9361704945650877,0.9700000000000001,0.9386111111111111,15.197810059489347
2026-02-08,2026-02-09 01:00:00,2,1,2,0.9495833333333333,0.9594446273513609,0.9700000000000001,0.9408333333333333,15.354455501877814
2026-02-08,2026-02-09 02:00:00,3,1,2,0.9484166666666666,0.9129077189393792,0.9700000000000001,0.9391666666666666,14.804380793636494
2026-02-08,2026-02-09 03:00:00,4,1,2,0.9505555555555555,0.9000142412400444,0.9700000000000001,0.9422222222222222,14.775064618348756
