issue_date,ts,horizon_hour,lead_day,turbine,power_norm_pred,power_gbm_pred,power_two_stage_pred,power_curve_pred,wind_nacelle_pred
2026-01-31,2026-02-01 00:00:00,1,1,1,0.024144989604098,0.1030001771920808,0.0324638715623856,0.0116666666666666,3.088511533479692
2026-01-31,2026-02-01 01:00:00,2,1,1,0.0135274087365158,0.07113737049871,0.0147679034497486,0.0116666666666666,2.357592758731149
2026-01-31,2026-02-01 02:00:00,3,1,1,0.0130728275865378,0.0336114977580404,0.0140102681997852,0.0116666666666666,2.3007701149838926
2026-01-31,2026-02-01 03:00:00,4,1,1,0.0160012835842262,0.020964774092256,0.0169157195539573,0.0146296296296296,2.512452644364532
2026-01-31,2026-02-01 04:00:00,5,1,1,0.0156403857710497,0.0289843147427814,0.0169315071492804,0.0137037037037037,2.51324202413069
2026-01-31,2026-02-01 05:00:00,6,1,1,0.0163017297822249,0.0284599662117407,0.0149473274148193,0.0183333333333333,2.371049556111449
2026-01-31,2026-02-01 06:00:00,7,1,1,0.0222332812275438,0.0206971526951725,0.0206357156261532,0.0246296296296296,2.69845244797433
2026-01-31,2026-02-01 07:00:00,8,1,1,0.0421039933867502,0.0488636083146517,0.0264696186075467,0.0655555555555555,2.930110697783003
2026-01-31,2026-02-01 08:00:00,9,1,1,0.1256991396634899,0.1296977754242345,0.0838195537601376,0.1885185185185185,4.230325896002293
2026-01-31,2026-02-01 09:00:00,10,1,1,0.1555010795228826,0.1602531743752304,0.1487980955011007,0.1655555555555555,5.188155847742283
2026-01-31,2026-02-01 10:00:00,11,1,1,0.1253678644920161,0.134590695085524,0.1182674284743478,0.1360185185185185,4.806931867011706
2026-01-31,2026-02-01 11:00:00,12,1,1,0.092567806559809,0.1226422933239088,0.1015944924144966,0.0790277777777778,4.573917386217449
2026-01-31,2026-02-01 12:00:00,13,1,1,0.0945248337545044,0.1893100126690112,0.0922018834180013,0.0980092592592592,4.404326073242885
2026-01-31,2026-02-01 13:00:00,14,1,1,0.1295040824899942,0.1723927398041091,0.1403463103228299,0.1132407407407407,5.072904231674953
2026-01-31,2026-02-01 14:00:00,15,1,1,0.1545176618423197,0.2046053151687172,0.1772516586260884,0.1204166666666666,5.489183252927551
2026-01-31,2026-02-01 15:00:00,16,1,1,0.1581115309033099,0.2384892265969914,0.1813278601474918,0.123287037037037,5.53455223247106
2026-01-31,2026-02-01 16:00:00,17,1,1,0.256025390183792,0.355053310243799,0.251091699689036,0.2634259259259259,6.161875275186412
2026-01-31,2026-02-01 17:00:00,18,1,1,0.2111914094585375,0.2710638942864311,0.221738768850649,0.1953703703703703,5.921621859347229
2026-01-31,2026-02-01 18:00:00,19,1,1,0.2558191622071025,0.2984918552044327,0.2545751468883807,0.2576851851851852,6.190904001847617
2026-01-31,2026-02-01 19:00:00,20,1,1,0.2567360142434716,0.3068880545969372,0.2580168138625761,0.2548148148148147,6.219584559965912
2026-01-31,2026-02-01 20:00:00,21,1,1,0.2539686603783094,0.2839898792656882,0.2419230759391576,0.272037037037037,6.085470077270759
2026-01-31,2026-02-01 21:00:00,22,1,1,0.231652732861899,0.2518566987131546,0.1989891226710662,0.2806481481481482,5.738336030819995
2026-01-31,2026-02-01 22:00:00,23,1,1,0.2079778955996547,0.2351568162282585,0.1671853815549801,0.2691666666666666,5.388520482216468
2026-01-31,2026-02-01 23:00:00,24,1,1,0.2083600764221606,0.2334342298825489,0.1850445718147122,0.2433333333333333,5.577437367092833
2026-01-31,2026-02-02 00:00:00,25,2,1,0.1923361090966731,0.1146212730454514,0.1449428978771711,0.2634259259259259,5.135584971052334
2026-01-31,2026-02-02 01:00:00,26,2,1,0.2050696116914314,0.186296781345543,0.1411345380042375,0.3009722222222222,5.083652790966875
2026-01-31,2026-02-02 02:00:00,27,2,1,0.2328441677089362,0.2431198979282304,0.1714995387741529,0.3248611111111111,5.431662054408196
2026-01-31,2026-02-02 03:00:00,28,2,1,0.2485725087145176,0.2783115483773813,0.1937319589686405,0.3308333333333332,5.67767644963816
